AA19 心脏移植
FK29 不伴急性心肌梗塞/心衰/休克的心脏除颤器及心室同步
FK39 永久性起搏器植入/置换/更新
FL19 经皮心脏消融术伴房颤和/或房扑
FL29 经皮心脏消融术除房扑、房颤外其他心律失常
FL39 经皮瓣膜植入或修复术
FM19 经皮冠状动脉支架植入
FM29 其他经皮心血管治疗
FM39 经皮心导管检查操作
FM49 经皮大血管支架置入或修复术
FN19 外周动静脉复杂经皮血管内检查和/或治疗
FN2A 外周动静脉经皮血管内检查和/或治疗，伴严重或一般并发症与合并症
FN25 外周动静脉经皮血管内检查和/或治疗，不伴并发症或合并症
FP19 心力衰竭、休克伴操作性治疗
FR19 急性心肌梗死
FR21 心力衰竭、休克，伴有严重并发症或合并症
FR23 心力衰竭、休克，伴有并发症或合并症
FR25 心力衰竭、休克，不伴并发症或合并症
FR39 心绞痛
FR49 冠状动脉粥样硬化/血栓/闭塞
FT1A 心肌病，伴严重或一般并发症与合并症
FT15 心肌病，不伴并发症或合并症
FT29 感染性心内膜炎
FT39 瓣膜疾患
FT4A 心包疾病，伴严重或一般并发症与合并症
FT45 心包疾病，不伴并发症或合并症
FU11 严重心律失常及心脏停搏，伴有严重并发症或合并症
FU13 严重心律失常及心脏停搏，伴有并发症或合并症
FU15 严重心律失常及心脏停搏，不伴并发症或合并症
FU21 心律失常及传导障碍，伴有严重并发症或合并症
FU23 心律失常及传导障碍，伴有并发症或合并症
FU25 心律失常及传导障碍，不伴并发症或合并症
FV19 先天性心脏病
FV2A 高血压，伴严重或一般并发症与合并症
FV25 高血压，不伴并发症或合并症
FV3A 晕厥及/或虚脱，伴严重或一般并发症与合并症
FV35 晕厥及/或虚脱，不伴并发症或合并症
FW1A 动脉疾患，伴严重或一般并发症与合并症
FW15 动脉疾患，不伴并发症或合并症
FW21 静脉疾患，伴有严重并发症或合并症
FW2B 静脉疾患，不伴严重并发症与合并症
FZ11 其他循环系统疾患，伴有严重并发症或合并症
FZ13 其他循环系统疾患，伴有并发症或合并症
FZ15 其他循环系统疾患，不伴并发症或合并症
GB11 食管、胃、十二指肠大手术，伴有严重并发症或合并症
GB1B 食管、胃、十二指肠大手术，不伴严重并发症与合并症
GB21 小肠、大肠（含直肠）的大手术，伴有严重并发症或合并症
GB2B 小肠、大肠（含直肠）的大手术，不伴严重并发症与合并症
GC11 食管、胃、十二指肠其他手术，伴有严重并发症或合并症
GC13 食管、胃、十二指肠其他手术，伴有并发症或合并症
GC15 食管、胃、十二指肠其他手术，不伴并发症或合并症
GC21 小肠、大肠（含直肠）的其他手术，伴有严重并发症或合并症
GC23 小肠、大肠（含直肠）的其他手术，伴有并发症或合并症
GC25 小肠、大肠（含直肠）的其他手术，不伴并发症或合并症
GD1A 伴穿孔、化脓、坏疽等阑尾切除术，伴严重或一般并发症与合并症
GD15 伴穿孔、化脓、坏疽等阑尾切除术，不伴并发症或合并症
GD21 阑尾切除术，伴有严重并发症或合并症
GD2B 阑尾切除术，不伴严重并发症与合并症
GE1A 腹股沟及腹疝手术，伴严重或一般并发症与合并症
GE15 腹股沟及腹疝手术，不伴并发症或合并症
GE29 疝其他手术
GF19 肛管、肛门及肛周手术
GF29 直肠其他手术
GG1A 腹腔/盆腔内粘连松解术，伴严重或一般并发症与合并症
GG15 腹腔/盆腔内粘连松解术，不伴并发症或合并症
GJ11 消化系统其他手术，伴有严重并发症或合并症
GJ13 消化系统其他手术，伴有并发症或合并症
GJ15 消化系统其他手术，不伴并发症或合并症
GK19 消化系统其他内镜治疗操作
GK21 胃镜治疗操作，伴有严重并发症或合并症
GK23 胃镜治疗操作，伴有并发症或合并症
GK25 胃镜治疗操作，不伴并发症或合并症
GK3A 结肠镜治疗操作，伴严重或一般并发症与合并症
GK35 结肠镜治疗操作，不伴并发症或合并症
GR11 消化系统恶性肿瘤，伴有严重并发症或合并症
GR13 消化系统恶性肿瘤，伴有并发症或合并症
GR15 消化系统恶性肿瘤，不伴并发症或合并症
GS1A 胃肠出血，伴严重或一般并发症与合并症
GS15 胃肠出血，不伴并发症或合并症
GT19 炎症性肠病
GU11 消化道溃疡伴穿孔，伴有严重并发症或合并症
GU1B 消化道溃疡伴穿孔，不伴严重并发症与合并症
GU21 其他消化溃疡，伴有严重并发症或合并症
GU23 其他消化溃疡，伴有并发症或合并症
GU25 其他消化溃疡，不伴并发症或合并症
GV11 消化道梗阻或腹痛，伴有严重并发症或合并症
GV13 消化道梗阻或腹痛，伴有并发症或合并症
GV15 消化道梗阻或腹痛，不伴并发症或合并症
GW1A 食管炎、胃肠炎，伴严重或一般并发症与合并症
GW15 食管炎、胃肠炎，不伴并发症或合并症
GZ19 其他消化系统诊断
HB11 胰、肝切除和/或分流手术，伴有严重并发症或合并症
HB1B 胰、肝切除和/或分流手术，不伴严重并发症与合并症
HC11 胆总管手术，伴有严重并发症或合并症
HC13 胆总管手术，伴有并发症或合并症
HC15 胆总管手术，不伴并发症或合并症
HC2A 胆囊切除手术，伴严重或一般并发症与合并症
HC25 胆囊切除手术，不伴并发症或合并症
HC3A 除胆囊切除术以外的胆道手术，伴严重或一般并发症与合并症
HC35 除胆囊切除术以外的胆道手术，不伴并发症或合并症
HJ11 与肝、胆或胰腺疾患有关的其他手术，伴有严重并发症或合并症
HJ1B 与肝、胆或胰腺疾患有关的其他手术，不伴严重并发症与合并症
HK19 食管曲张静脉出血的治疗性内镜操作
HL11 肝胆胰系统的治疗性操作，伴有严重并发症或合并症
HL13 肝胆胰系统的治疗性操作，伴有并发症或合并症
HL15 肝胆胰系统的治疗性操作，不伴并发症或合并症
HL29 肝胆胰系统的诊断性操作
HR11 肝胆胰系统恶性肿瘤，伴有严重并发症或合并症
HR13 肝胆胰系统恶性肿瘤，伴有并发症或合并症
HR15 肝胆胰系统恶性肿瘤，不伴并发症或合并症
HS1A 肝功能衰竭，伴严重或一般并发症与合并症
HS15 肝功能衰竭，不伴并发症或合并症
HS29 肝硬化
HS31 病毒性肝炎，伴有严重并发症或合并症
HS3B 病毒性肝炎，不伴严重并发症与合并症
HT11 重症胰腺炎，伴有严重并发症或合并症
HT13 重症胰腺炎，伴有并发症或合并症
HT15 重症胰腺炎，不伴并发症或合并症
HT21 急性胰腺炎，伴有严重并发症或合并症
HT23 急性胰腺炎，伴有并发症或合并症
HT25 急性胰腺炎，不伴并发症或合并症
HU11 急性胆道疾患，伴有严重并发症或合并症
HU13 急性胆道疾患，伴有并发症或合并症
HU15 急性胆道疾患，不伴并发症或合并症
HZ11 其他肝脏疾病，伴有严重并发症或合并症
HZ1B 其他肝脏疾病，不伴严重并发症与合并症
HZ29 胆道其他疾病
HZ3A 胰腺其他疾病，伴严重或一般并发症与合并症
HZ35 胰腺其他疾病，不伴并发症或合并症
IB19 复杂脊柱疾患或3节段及以上脊柱融合手术或翻修手术
IB29 脊柱2节段及以下脊柱融合术
IB39 与脊柱有关的其他手术
IC19 髋、肩、膝、肘和踝关节假体翻修/修正手术
IC29 髋、肩、膝、肘和踝关节置换术
IC39 除置换/翻修外的髋、肩、膝、肘、踝和足部关节的修复、重建手术
IC49 除置换/翻修外的髋、肩、膝、肘、踝和足部关节其他手术
ID19 小关节手术
IE1A 骨盆髋臼手术，伴严重或一般并发症与合并症
IE15 骨盆髋臼手术，不伴并发症或合并症
IF19 上肢骨手术
IF2A 手外科手术，伴严重或一般并发症与合并症
IF25 手外科手术，不伴并发症或合并症
IF39 股骨手术
IF49 除股骨以外的下肢骨手术
IF5A 骨科固定装置去除/修正术，伴严重或一般并发症与合并症
IF55 骨科固定装置去除/修正术，不伴并发症或合并症
IG1A 周围神经手术，伴严重或一般并发症与合并症
IG15 周围神经手术，不伴并发症或合并症
IH1A 肌肉、肌腱手术，伴严重或一般并发症与合并症
IH15 肌肉、肌腱手术，不伴并发症或合并症
IJ1A 骨骼肌肉系统的其他手术，伴严重或一般并发症与合并症
IJ15 骨骼肌肉系统的其他手术，不伴并发症或合并症
IR1A 骨盆骨折，伴严重或一般并发症与合并症
IR15 骨盆骨折，不伴并发症或合并症
IR29 股骨骨折
IS1A 前臂、腕、手或足损伤，伴严重或一般并发症与合并症
IS15 前臂、腕、手或足损伤，不伴并发症或合并症
IS2A 除前臂、腕、手足外的损伤，伴严重或一般并发症与合并症
IS25 除前臂、腕、手足外的损伤，不伴并发症或合并症
IT1A 骨髓炎，伴严重或一般并发症与合并症
IT15 骨髓炎，不伴并发症或合并症
IT2A 慢性炎症性肌肉骨骼结缔组织疾患，伴严重或一般并发症与合并症
IT25 慢性炎症性肌肉骨骼结缔组织疾患，不伴并发症或合并症
IT39 感染性关节炎
IU1A 骨病及其他关节病，伴严重或一般并发症与合并症
IU15 骨病及其他关节病，不伴并发症或合并症
IU2A 颈腰背疾患，伴严重或一般并发症与合并症
IU25 颈腰背疾患，不伴并发症或合并症
IU31 骨骼、肌肉、结缔组织恶性病损、病理性骨折，伴有严重并发症或合并症
IU33 骨骼、肌肉、结缔组织恶性病损、病理性骨折，伴有并发症或合并症
IU35 骨骼、肌肉、结缔组织恶性病损、病理性骨折，不伴并发症或合并症
IV19 除脊柱外先天性骨骼肌肉系统疾患
IZ1A 肌肉骨骼系统植入物/假体的康复照护，伴严重或一般并发症与合并症
IZ15 肌肉骨骼系统植入物/假体的康复照护，不伴并发症或合并症
IZ2A 骨骼、肌肉、肌腱、结缔组织的其他疾患，伴严重或一般并发症与合并症
IZ25 骨骼、肌肉、肌腱、结缔组织的其他疾患，不伴并发症或合并症
JA19 乳房恶性肿瘤根治性切除伴乳房重建术
JA2A 乳房恶性肿瘤根治性切除术，伴严重或一般并发症与合并症
JA25 乳房恶性肿瘤根治性切除术，不伴并发症或合并症
JB19 乳房成型手术
JB2A 乳腺切除手术，伴严重或一般并发症与合并症
JB25 乳腺切除手术，不伴并发症或合并症
JB39 其他乳房手术
JC19 颜面及其他皮肤、皮下组织成型术
JD1A 皮肤移植手术，伴严重或一般并发症与合并症
JD15 皮肤移植手术，不伴并发症或合并症
JD29 皮肤清创手术
JJ11 皮肤、皮下组织的其他手术，伴有严重并发症或合并症
JJ13 皮肤、皮下组织的其他手术，伴有并发症或合并症
JJ15 皮肤、皮下组织的其他手术，不伴并发症或合并症
JR11 乳房恶性肿瘤，伴有严重并发症或合并症
JR13 乳房恶性肿瘤，伴有并发症或合并症
JR15 乳房恶性肿瘤，不伴并发症或合并症
JR2A 皮肤、皮下组织的恶性肿瘤，伴严重或一般并发症与合并症
JR25 皮肤、皮下组织的恶性肿瘤，不伴并发症或合并症
JS11 重大皮肤疾患，伴有严重并发症或合并症
JS13 重大皮肤疾患，伴有并发症或合并症
JS15 重大皮肤疾患，不伴并发症或合并症
JS2A 炎症性皮肤病，伴严重或一般并发症与合并症
JS25 炎症性皮肤病，不伴并发症或合并症
JT1A 乳房、皮肤、皮下组织创伤，伴严重或一般并发症与合并症
JT15 乳房、皮肤、皮下组织创伤，不伴并发症或合并症
JU11 感染性皮肤病，伴有严重并发症或合并症
JU13 感染性皮肤病，伴有并发症或合并症
JU15 感染性皮肤病，不伴并发症或合并症
JV1A 皮肤、皮下组织的非恶性增生性病变，伴严重或一般并发症与合并症
JV15 皮肤、皮下组织的非恶性增生性病变，不伴并发症或合并症
JV2A 乳房良性病变，伴严重或一般并发症与合并症
JV25 乳房良性病变，不伴并发症或合并症
JZ11 其他皮肤及乳腺疾患，伴有严重并发症或合并症
JZ13 其他皮肤及乳腺疾患，伴有并发症或合并症
JZ15 其他皮肤及乳腺疾患，不伴并发症或合并症
KB19 肾上腺手术
KC19 垂体手术
KD1A 甲状腺大手术，伴严重或一般并发症与合并症
KD15 甲状腺大手术，不伴并发症或合并症
KD2A 甲状旁腺、甲状舌管及甲状腺其他手术，伴严重或一般并发症与合并症
KD25 甲状旁腺、甲状舌管及甲状腺其他手术，不伴并发症或合并症
KE19 减重手术
KJ19 因内分泌、营养、代谢疾患的其他手术
KR19 内分泌腺体肿瘤
KS19 糖尿病
KT11 内分泌、营养、代谢疾病，伴有严重并发症或合并症
KT13 内分泌、营养、代谢疾病，伴有并发症或合并症
KT15 内分泌、营养、代谢疾病，不伴并发症或合并症
KU1A 营养失调，伴严重或一般并发症与合并症
KU15 营养失调，不伴并发症或合并症
KV11 先天性代谢异常，伴有严重并发症或合并症
KV13 先天性代谢异常，伴有并发症或合并症
KV15 先天性代谢异常，不伴并发症或合并症
KZ11 其他代谢疾患，伴有严重并发症或合并症
KZ13 其他代谢疾患，伴有并发症或合并症
KZ15 其他代谢疾患，不伴并发症或合并症
LA19 肾脏肿瘤手术
LA2A 膀胱肿瘤手术，伴严重或一般并发症与合并症
LA25 膀胱肿瘤手术，不伴并发症或合并症
LB19 肾脏结石手术
LB21 肾脏其他手术，伴有严重并发症或合并症
LB2B 肾脏其他手术，不伴严重并发症与合并症
LC19 输尿管手术
LD19 膀胱其他手术
LE19 尿道手术
LF11 肾透析相关手术，伴有严重并发症或合并症
LF13 肾透析相关手术，伴有并发症或合并症
LF15 肾透析相关手术，不伴并发症或合并症
LJ11 泌尿系统其他手术，伴有严重并发症或合并症
LJ13 泌尿系统其他手术，伴有并发症或合并症
LJ15 泌尿系统其他手术，不伴并发症或合并症
LL11 肾透析，伴有严重并发症或合并症
LL1B 肾透析，不伴严重并发症与合并症
LR19 肾功能不全
LS1A 肾炎及肾病，伴严重或一般并发症与合并症
LS15 肾炎及肾病，不伴并发症或合并症
LT11 肾及尿路肿瘤，伴有严重并发症或合并症
LT13 肾及尿路肿瘤，伴有并发症或合并症
LT15 肾及尿路肿瘤，不伴并发症或合并症
LU11 肾及尿路感染，伴有严重并发症或合并症
LU13 肾及尿路感染，伴有并发症或合并症
LU15 肾及尿路感染，不伴并发症或合并症
LV19 代谢性肾病
LW11 肾、尿路体征及症状，伴有严重并发症或合并症
LW13 肾、尿路体征及症状，伴有并发症或合并症
LW15 肾、尿路体征及症状，不伴并发症或合并症
LX11 尿路结石、阻塞及尿道狭窄，伴有严重并发症或合并症
LX13 尿路结石、阻塞及尿道狭窄，伴有并发症或合并症
LX15 尿路结石、阻塞及尿道狭窄，不伴并发症或合并症
LZ1A 肾及泌尿系统其他疾患，伴严重或一般并发症与合并症
LZ15 肾及泌尿系统其他疾患，不伴并发症或合并症
MA19 男性生殖器官恶性肿瘤手术
MB19 前列腺手术
MC19 阴茎手术
MD19 睾丸手术
MJ1A 其他男性生殖系统手术，伴严重或一般并发症与合并症
MJ15 其他男性生殖系统手术，不伴并发症或合并症
MR11 男性生殖系统恶性肿瘤，伴有严重并发症或合并症
MR1B 男性生殖系统恶性肿瘤，不伴严重并发症与合并症
MS1A 男性生殖系统炎症，伴严重或一般并发症与合并症
MS15 男性生殖系统炎症，不伴并发症或合并症
MZ1A 其他男性生殖系统疾患，伴严重或一般并发症与合并症
MZ15 其他男性生殖系统疾患，不伴并发症或合并症
NA19 女性生殖器官恶性肿瘤的广泛切除手术
NA29 女性生殖器官恶性肿瘤除广泛切除术以外的手术
NB19 女性生殖系统重建手术
NC19 子宫（除子宫腔内病变以外）手术
ND19 附件手术
NE19 子宫腔内病变手术
NF19 外阴、阴道、宫颈手术
NG19 辅助生殖技术
NJ1A 女性生殖系统其他手术，伴严重或一般并发症与合并症
NJ15 女性生殖系统其他手术，不伴并发症或合并症
NR11 女性生殖系统恶性肿瘤，伴有严重并发症或合并症
NR13 女性生殖系统恶性肿瘤，伴有并发症或合并症
NR15 女性生殖系统恶性肿瘤，不伴并发症或合并症
NS1A 女性生殖系感染，伴严重或一般并发症与合并症
NS15 女性生殖系感染，不伴并发症或合并症
NZ19 女性生殖系统其他疾患
OB19 剖宫产术
OC19 阴道分娩伴手术操作
OD19 与妊娠相关的子宫及附件手术
OD29 与妊娠相关的的外阴、阴道及宫颈手术
OE19 异位妊娠手术
OF19 中期引产手术操作
OF29 早期流产手术操作
OJ19 与妊娠、分娩有关的其他手术操作
OR19 阴道分娩
OS1A 产褥期相关疾患，伴严重或一般并发症与合并症
OS15 产褥期相关疾患，不伴并发症或合并症
OS21 流产相关疾患，伴有严重并发症或合并症
OS2B 流产相关疾患，不伴严重并发症与合并症
OT1A 异位妊娠，伴严重或一般并发症与合并症
OT15 异位妊娠，不伴并发症或合并症
OZ19 与妊娠有关的其他疾患
PB19 新生儿（出生年龄<29天）心血管手术
PC19 新生儿（出生年龄<29天）腹部手术
PJ19 新生儿（出生年龄<29天）的其他手术
PK19 新生儿伴呼吸机支持
PR19 新生儿呼吸窘迫综合征
PS19 极度发育不全（出生体重<1500g）
PS21 早产儿（出生体重1500-1999g），伴有严重并发症或合并症
PS2B 早产儿（出生体重1500-1999g），不伴严重并发症与合并症
PS31 早产儿（出生体重2000-2499g），伴有严重并发症或合并症
PS3B 早产儿（出生体重2000-2499g），不伴严重并发症与合并症
PS41 早产儿（出生体重>2499g），伴有严重并发症或合并症
PS4B 早产儿（出生体重>2499g），不伴严重并发症与合并症
PU11 足月儿，伴有严重并发症或合并症
PU13 足月儿，伴有并发症或合并症
PU15 足月儿，不伴并发症或合并症
PV19 源于新生儿（29天≤出生年龄<1周岁）诊断的婴儿疾患
QB19 脾切除术
QJ1A 非特指部位、组织、器官的良性肿瘤手术，伴严重或一般并发症与合并症
QJ15 非特指部位、组织、器官的良性肿瘤手术，不伴并发症或合并症
QR11 网状内皮及免疫性疾患，伴有严重并发症或合并症
QR13 网状内皮及免疫性疾患，伴有并发症或合并症
QR15 网状内皮及免疫性疾患，不伴并发症或合并症
QS19 红细胞病及营养性贫血
QS2A 溶血性贫血，伴严重或一般并发症与合并症
QS25 溶血性贫血，不伴并发症或合并症
QS31 再生障碍性贫血，伴有严重并发症或合并症
QS33 再生障碍性贫血，伴有并发症或合并症
QS35 再生障碍性贫血，不伴并发症或合并症
QS4A 其他贫血，伴严重或一般并发症与合并症
QS45 其他贫血，不伴并发症或合并症
QT11 凝血功能障碍，伴有严重并发症或合并症
QT13 凝血功能障碍，伴有并发症或合并症
QT15 凝血功能障碍，不伴并发症或合并症
RA19 淋巴瘤等伴重大手术
RA21 淋巴瘤等伴其他手术，伴有严重并发症或合并症
RA23 淋巴瘤等伴其他手术，伴有并发症或合并症
RA25 淋巴瘤等伴其他手术，不伴并发症或合并症
RA39 骨髓增生性疾患或低分化肿瘤等伴重大手术
RA49 骨髓增生性疾患或低分化肿瘤等伴其他手术
RB19 急性白血病化学治疗和/或其他治疗
RB29 淋巴瘤、多发骨髓瘤化学治疗和/或其他治疗
RC19 恶性增生性疾患放射治疗
RD1A 恶性增生性疾患的介入和/或射频治疗，伴严重或一般并发症与合并症
RD15 恶性增生性疾患的介入和/或射频治疗，不伴并发症或合并症
RE11 恶性增生性疾患的化学治疗和/或其他治疗，伴有严重并发症或合并症
RE1B 恶性增生性疾患的化学治疗和/或其他治疗，不伴严重并发症与合并症
RG19 恶行增生性疾患的靶向、免疫治疗
RR1A 急性白血病，伴严重或一般并发症与合并症
