AA19 心脏移植
BY25 颅脑闭合性损伤，不伴有并发症与合并症
BY31 脊髓伤病及功能障碍，伴有严重并发症与合并症
BY33 脊髓伤病及功能障碍，伴有一般并发症与合并症
BY35 脊髓伤病及功能障碍，不伴有并发症与合并症
BZ11 神经系统其他疾患，伴有严重并发症与合并症
BZ13 神经系统其他疾患，伴有一般并发症与合并症
BZ15 神经系统其他疾患，不伴有并发症与合并症
CB19 玻璃体、视网膜手术
CB29 虹膜手术
CB39 晶体手术
CB49 视网膜、虹膜及品状体以外的内眼手术
CC19 角膜、巩膜、结膜手术
CD19 眼眶手术
CD29 除眼眶外的外眼手术
CJ19 其他眼部手术
CR19 眼部恶性肿瘤及交界性肿瘤
CS1A 眼的神经及血管疾患，伴有严重或一般并发症与合并症
CS15 眼的神经及血管疾患，不伴有并发症与合并症
CT1A 前房出血及眼创伤的非手术治疗，伴有严重或一般并发症与合并症
CT15 前房出血及眼创伤的非手术治疗，不伴有并发症与合并症
CU19 急性重大眼感染
CV19 各种类型青光眼
CW19 各种类型白内障
CX1A 其他疾患引起眼部病变，伴有严重或一般并发症与合并症
CX15 其他疾患引起眼部病变，不伴有并发症与合并症
CZ1A 其他眼部疾患，伴有严重或一般并发症与合并症
CZ15 其他眼部疾患，不伴有并发症与合并症
DA19 头颈恶性肿瘤大手术
DB19 恶性肿瘤之外的头颈大手术
DB29 人工听觉装置植入
DC19 中耳/内耳/侧颅底手术
DC29 耳部其他小手术
DD19 鼻成型术
DD29 鼻腔、鼻窦手术
DE1A 咽、喉、气管手术，伴有严重或一般并发症与合并症
DE15 咽、喉、气管手术，不伴有并发症与合并症
DE29 扁桃体和/或腺样体切除手术
DG19 腮腺及其他唾液腺手术
DG29 颅/面骨手术
DG39 唇、腭裂修补术
DJ11 头颈、耳、鼻、咽、口其他手术，伴有严重并发症与合并症
DJ1B 头颈、耳、鼻、咽、口其他手术，不伴严重并发症与合并症
DK11 其他头颈、耳、鼻、咽、口治疗操作，伴有严重并发症与合并症
DK13 其他头颈、耳、鼻、咽、口治疗操作，伴有一般并发症与合并症
DK15 其他头颈、耳、鼻、咽、口治疗操作，不伴有并发症与合并症
DR11 头颈、耳、鼻、咽、口恶性肿瘤，伴有严重并发症与合并症
DR1B 头颈、耳、鼻、咽、口恶性肿瘤，不伴严重并发症与合并症
DS19 平衡失调及听觉障碍
DT1A 中耳炎及上呼吸道感染，伴有严重或一般并发症与合并症
DT15 中耳炎及上呼吸道感染，不伴有并发症与合并症
DT21 会厌炎、喉炎及气管炎，伴有严重并发症与合并症
DT23 会厌炎、喉炎及气管炎，伴有一般并发症与合并症
DT25 会厌炎、喉炎及气管炎，不伴有并发症与合并症
DU11 头颈、外耳、口、鼻的创伤及变形，伴有严重并发症与合并症
DU13 头颈、外耳、口、鼻的创伤及变形，伴有一般并发症与合并症
DU15 头颈、外耳、口、鼻的创伤及变形，不伴有并发症与合并症
DV19 头颈、耳、鼻、咽、口非恶性增生性疾患
DW19 口腔、牙齿有关疾患
DZ11 其他头颈、耳、鼻、咽、口疾患，伴有严重并发症与合并症
DZ13 其他头颈、耳、鼻、咽、口疾患，伴有一般并发症与合并症
DZ15 其他头颈、耳、鼻、咽、口疾患，不伴有并发症与合并症
EB19 胸部大手术
EC19 纵隔手术
ED11 胸部其他手术，伴有严重并发症与合并症
ED13 胸部其他手术，伴有一般并发症与合并症
ED15 胸部其他手术，不伴有并发症与合并症
EJ11 呼吸系统其他手术，伴有严重并发症与合并症
EJ1B 呼吸系统其他手术，不伴严重并发症与合并症
ER11 呼吸系统肿瘤，伴有严重并发症与合并症
ER1B 呼吸系统肿瘤，不伴严重并发症与合并症
ER21 肺栓塞，伴有严重并发症与合并症
ER2B 肺栓塞，不伴严重并发症与合并症
ER3A 肺水肿及呼吸衰竭，伴有严重或一般并发症与合并症
ER35 肺水肿及呼吸衰竭，不伴有并发症与合并症
ES1A 呼吸系统结核，伴有严重或一般并发症与合并症
ES15 呼吸系统结核，不伴有并发症与合并症
ES21 呼吸系统感染/炎症，伴有严重并发症与合并症
ES23 呼吸系统感染/炎症，伴有一般并发症与合并症
ES25 呼吸系统感染/炎症，不伴有并发症与合并症
ET11 肺间质性疾患，伴有严重并发症与合并症
ET1B 肺间质性疾患，不伴严重并发症与合并症
ET21 慢性气道阻塞病，伴有严重并发症与合并症
ET2B 慢性气道阻塞病，不伴严重并发症与合并症
EU11 重大胸部创伤，伴有严重并发症与合并症
EU13 重大胸部创伤，伴有一般并发症与合并症
EU15 重大胸部创伤，不伴有并发症与合并症
EV1A 呼吸系统症状、体征，伴有严重或一般并发症与合并症
EV15 呼吸系统症状、体征，不伴有并发症与合并症
EW11 胸膜病变及胸腔积液，伴有严重并发症与合并症
EW13 胸膜病变及胸腔积液，伴有一般并发症与合并症
EW15 胸膜病变及胸腔积液，不伴有并发症与合并症
EX1A 哮喘及喘息性支气管炎，伴有严重或一般并发症与合并症
EX15 哮喘及喘息性支气管炎，不伴有并发症与合并症
EX2A 百日咳及急性支气管炎，伴有严重或一般并发症与合并症
EX25 百日咳及急性支气管炎，不伴有并发症与合并症
EZ11 其他呼吸系统疾患，伴有严重并发症与合并症
EZ13 其他呼吸系统疾患，伴有一般并发症与合并症
EZ15 其他呼吸系统疾患，不伴有并发症与合并症
FB19 心脏辅助系统植入
FB29 心脏瓣膜手术伴心导管操作
FB31 心脏瓣膜手术，伴有严重并发症与合并症
FB33 心脏瓣膜手术，伴有一般并发症与合并症
FB35 心脏瓣膜手术，不伴有并发症与合并症
FC19 冠状动脉搭桥伴PTCA
FC29 冠状动脉搭桥伴心导管操作
FC39 冠状动脉搭桥
FD19 先天性心脏病复杂手术
FD2A 先天性心脏病常规手术，伴有严重或一般并发症与合并症
FD25 先天性心脏病常规手术，不伴有并发症与合并症
FD39 先天性心脏病介入治疗
FE11 主动脉手术，伴严重并发症与合并症
FE1B 主动脉手术，不伴严重并发症与合并症
FF19 外周动脉人工/自体血管置换/搭桥手术
FF2A 外周动脉其他手术，伴有严重或一般并发症与合并症
FF25 外周动脉其他手术，不伴有并发症与合并症
FF31 静脉系统复杂手术，伴有严重并发症与合并症
FF33 静脉系统复杂手术，伴有一般并发症与合并症
FF35 静脉系统复杂手术，不伴有并发症与合并症
FF4A 静脉系统常规手术，伴有严重或一般并发症与合并症
FF45 静脉系统常规手术，不伴有并发症与合并症
FJ1A 循环系统其他手术，伴有严重或一般并发症与合并症
FJ15 循环系统其他手术，不伴有并发症与合并症
FK19 永久性起搏器植入
FK29 心脏起搏器置换或更新
FK39 心脏除颤器植入或更新
FL19 经皮心脏消融术伴房颤和/或房扑
FL2A 经皮心脏消融术除房扑、房颤外其他心律失常，伴有严重或一般并发症与合并症
FL25 经皮心脏消融术除房扑、房颤外其他心律失常，不伴有并发症与合并症
FM19 经皮冠状动脉支架植入
FM29 其他经皮心血管治疗
FM3A 经皮心导管检查操作，伴有严重或一般并发症与合并症
FM35 经皮心导管检查操作，不伴有并发症与合并症
FN19 外周动脉经皮血管内检查和/或治疗
FN21 外周静脉经皮血管内检查和/或治疗，伴有严重并发症与合并症
FN2B 外周静脉经皮血管内检査和/或治疗，不伴严重并发症与合并症
FR11 心力衰竭、休克，伴有严重并发症与合并症
FR1B 心力衰竭、休克，不伴严重并发症与合并症
FR29 急性心肌梗死
FR39 心绞痛
FR41 冠状动脉粥样硬化/血栓/闭塞，伴有严重并发症与合并症
FR4B 冠状动脉粥样硬化/血栓/闭塞，不伴严重并发症与合并症
FS19 循环系统肿瘤
FT11 心肌病，伴有严重并发症与合并症
FT1B 心肌病，不伴严重并发症与合并症
FT29 感染性心内膜炎
FT39 瓣膜疾患
FU19 严重心律失常及心脏停搏
FU21 心律失常及传导障碍，伴有严重并发症与合并症
FU23 心律失常及传导障碍，伴有一般并发症与合并症
FU25 心律失常及传导障碍，不伴有并发症与合并症
FV11 先天性心脏病，伴有严重并发症与合并症
FV1B 先天性心脏病，不伴严重并发症与合并症
FV29 高血压
FV3A 晕厥及/或虚脱，伴有严重或一般并发症与合并症
FV35 晕厥及/或虚脱，不伴有并发症与合并症
FV49 胸痛
FW19 动脉疾患
FW21 静脉疾患，伴有严重并发症与合并症
FW2B 静脉疾患，不伴严重并发症与合并症
FZ11 其他循环系统疾患，伴有严重并发症与合并症
FZ13 其他循环系统疾患，伴有一般并发症与合并症
FZ15 其他循环系统疾患，不伴有并发症与合并症
GB1A 食管、胃、十二指肠大手术，伴有严重或一般并发症与合并症
GB15 食管、胃、十二指肠大手术，不伴有并发症与合并症
GB29 小肠、大肠（含直肠）的大手术
GC11 食管、肖、十二指肠其他手术，伴有严重并发症与合并症
GC13 食管、胃、十二指肠其他手术，伴有一般并发症与合并症
GC15 食管、胃、十二指肠其他手术，不伴有并发症与合并症
GC21 小肠、大肠（含直肠）的其他手术，伴有严重并发症与合并症
GC23 小肠、大肠（含直肠）的其他手术，伴有一般并发症与合并症
GC25 小肠、大肠（含直肠）的其他手术，不伴有并发症与合并症
GD19 伴穿孔、化脓、坏疽等阑尾切除术
GD29 阑尾切除术
GE1A 腹股沟及腹疝手术，伴有严重或一般并发症与合并症
GE15 腹股沟及腹疝手术，不伴有并发症与合并症
GE2A 疝其他手术，伴有严重或一般并发症与合并症
GE25 疝其他手术，不伴有并发症与合并症
GF19 肛管、肛门及肛周手术
GF29 直肠其他手术
GG11 腹腔/盆腔内粘连松解术，伴有严重并发症与合并症
GG1B 腹腔/盆腔内粘连松解术，不伴严重并发症与合并症
GJ11 消化系统其他手术，伴有严重并发症与合并症
GJ1B 消化系统其他手术，不伴严重并发症与合并症
GK19 消化系统其他内镜治疗操作
GK21 胃镜治疗操作，伴有严重并发症与合并症
GK2B 胃镜治疗操作，不伴严重并发症与合并症
GK39 结肠镜治疗操作
GR11 消化系统恶性肿瘤，伴有严重并发症与合并症
GR13 消化系统恶性肿瘤，伴有一般并发症与合并症
GR15 消化系统恶性肿瘤，不伴有并发症与合并症
GS11 胃肠出血，伴有严重并发症与合并症
GS13 胃肠出血，伴有一般并发症与合并症
GS15 胃肠出血，不伴有并发症与合并症
GT11 炎症性肠病，伴有严重并发症与合并症
GT13 炎症性肠病，伴有一般并发症与合并症
GT15 炎症性肠病，不伴有并发症与合并症
GU11 伴出血或穿孔的消化溃疡，伴有严重并发症与合并症
GU13 伴出血或穿孔的消化溃疡，伴有一般并发症与合并症
GU15 伴出血或穿孔的消化溃疡，不伴有并发症与合并症
GU21 其他消化溃疡，伴有严重并发症与合并症
GU23 其他消化溃疡，伴有一般并发症与合并症
GU25 其他消化溃疡，不伴有并发症与合并症
GV11 消化道梗阻或腹痛，伴有严重并发症与合并症
GV13 消化道梗阻或腹痛，伴有一般并发症与合并症
GV15 消化道梗阻或腹痛，不伴有并发症与合并症
GW1A 食管炎、胃肠炎，伴有严重或一般并发症与合并症
GW15 食管炎、胃肠炎，不伴有并发症与合并症
GZ19 其他消化系统诊断
HB11 胰、肝切除和/或分流手术，伴有严重并发症与合并症
HB1B 胰、肝切除和/或分流手术，不伴严重并发症与合并症
HC11 胆囊切除术伴胆总管手术，伴有严重并发症与合并症
HC1B 胆囊切除术伴胆总管手术，不伴严重并发症与合并症
HC21 胆总管手术，伴有严重并发症与合并症
HC2B 胆总管手术，不伴严重并发症与合并症
HC31 胆囊切除手术，伴有严重并发症与合并症
HC3B 胆囊切除手术，不伴严重并发症与合并症
HC41 除胆囊切除术以外的胆道手术，伴有严重并发症与合并症
HC43 除胆囊切除术以外的胆道手术，伴有一般并发症与合并症
HC45 除胆囊切除术以外的胆道手术，不伴有并发症与合并症
HJ19 与肝、胆或胰腺疾患有关的其他手术
HK11 食管曲张静脉出血的治疗性内镜操作，伴有严重并发症与合并症
HK13 食管曲张静脉出血的治疗性内镜操作，伴有一般并发症与合并症
HK15 食管曲张静脉出血的治疗性内镜操作，不伴有并发症与合并症
HL11 肝胆胰系统的诊断性操作，伴有严重并发症与合并症
HL13 肝胆胰系统的诊断性操作，伴有一般并发症与合并症
HL15 肝胆胰系统的诊断性操作，不伴有并发症与合并症
HL21 肝胆胰系统的治疗性操作，伴有严重并发症与合并症
HL23 肝胆胰系统的治疗性操作，伴有一般并发症与合并症
HL25 肝胆胰系统的治疗性操作，不伴有并发症与合并症
HR11 肝胆胰系统恶性肿瘤，伴有严重并发症与合并症
HR1B 肝胆胰系统恶性肿瘤，不伴严重并发症与合并症
HS11 肝功能衰竭，伴有严重并发症与合并症
HS13 肝功能衰竭，伴有一般并发症与合并症
HS15 肝功能衰竭，不伴有并发症与合并症
HS21 肝硬化，伴有严重并发症与合并症
HS2B 肝硬化，不伴严重并发症与合并症
HS31 病毒性肝炎，伴有严重并发症与合并症
HS3B 病毒性肝炎，不伴严重并发症与合并症
HT11 急性胰腺炎，伴有严重并发症与合并症
HT13 急性胰腺炎，伴有一般并发症与合并症
HT15 急性胰腺炎，不伴有并发症与合并症
HU11 急性胆道疾患，伴有严重并发症与合并症
HU13 急性胆道疾患，伴有一般并发症与合并症
HU15 急性胆道疾患，不伴有并发症与合并症
HZ11 其他肝脏疾患，伴有严重并发症与合并症
HZ13 其他肝脏疾患，伴有一般并发症与合并症
HZ15 其他肝脏疾患，不伴有并发症与合并症
HZ21 胆道其他疾患，伴有严重并发症与合并症
HZ23 胆道其他疾患，伴有一般并发症与合并症
HZ25 胆道其他疾患，不伴有并发症与合并症
HZ31 胰腺其他疾患，伴有严重并发症与合并症
HZ3B 胰腺其他疾患，不伴严重并发症与合并症
IB19 前后路联合脊柱融合术
IB29 脊柱融合手术
IB31 与脊柱有关的其他手术，伴有严重并发症与合并症
IB33 与脊柱有关的其他手术，伴有一般并发症与合并症
IB35 与脊柱有关的其他手术，不伴有并发症与合并症
IC19 髄、肩、膝、肘和踝关节假体翻修/修正手术
IC29 髓、肩、膝、肘和踝关节置换术
IC39 除置换/翻修外的散、肩、膝、肘、踝的关节手术
ID1A 小关节手术，伴有严重或一般并发症与合并症
ID15 小关节手术，不伴有并发症与合并症
IE19 骨盆髄臼手术
IF1A 上肢骨手术，伴有严重或一般并发症与合并症
IF15 上肢骨手术，不伴有并发症与合并症
IF29 手外科手术
IF3A 股骨手术，伴有严重或一般并发症与合并症
IF35 股骨手术，不伴有并发症与合并症
IF49 除股骨以外的下肢骨手术
IF51 骨科固定装置去除/修正术，伴有严重并发症与合并症
IF5B 骨科固定装置去除/修正术，不伴严重并发症与合并症
IG11 肌肉、肌腱手术，伴有严重并发症与合并症
IG13 肌肉、肌腱手术，伴有一般并发症与合并症
IG15 肌肉、肌腱手术，不伴有并发症与合并症
IH11 周围神经手术，伴有严重并发症与合并症
IH1B 周围神经手术，不伴严重并发症与合并症
IJ11 骨骼肌肉系统的其他手术，伴有严重并发症与合并症
IJ1B 骨骼肌肉系统的其他手术，不伴严重并发症与合并症
IR19 骨盆骨折
IR21 股骨颈骨折，伴有严重并发症与合并症
IR2B 股骨颈骨折，不伴严重并发症与合并症
IR39 股骨干及远端骨折
IS1A 前臂、腕、手或足损伤，伴有严重或一般并发症与合并症
IS15 前臂、腕、手或足损伤，不伴有并发症与合并症
IS2A 除前臂、腕、手足外的损伤，伴有严重或一般并发症与合并症
IS25 除前臂、腕、手足外的损伤，不伴有并发症与合并症
IT11 骨髓炎，伴有严重并发症与合并症
IT1B 骨髓炎，不伴严重并发症与合并症
IT21 慢性炎症性肌肉骨骼结缔组织疾患，伴有严重并发症与合并症
IT2B 慢性炎症性肌肉骨骼结缔组织疾患，不伴严重并发症与合并症
IT3A 感染性关节炎，伴有严重或一般并发症与合并症
IT35 感染性关节炎，不伴有并发症与合并症
IU19 骨病及其他关节病
IU29 颈腰背疾患
IU31 骨骼、肌肉、结缔组织恶性病损、病理性骨折，伴有严重并发症与合并症
IU3B 骨骼、肌肉、结缔组织恶性病损、病理性骨折，不伴严重并发症与合并症
IV19 除脊柱外先天性骨骼肌肉系统疾患
IZ11 肌肉骨骼系统植入物/假体的康复照护，伴有严重并发症与合并症
IZ1B 肌肉骨骼系统植入物/假体的康复照护，不伴严重并发症与合并症
IZ29 骨骼、肌肉、肌腱、结缔组织的其他疾患
JA19 乳房恶性肿瘤根治性切除伴乳房重建术
JA21 乳房恶性肿瘤根治性切除术，伴有严重并发症与合并症
JA2B 乳房恶性肿瘤根治性切除术，不伴严重并发症与合并症
JB11 乳房成型手术，伴有严重并发症与合并症
JB1B 乳房成型手术，不伴严重并发症与合并症
JB2A 乳腺切除手术，伴有严重或一般并发症与合并症
JB25 乳腺切除手术，不伴有并发症与合并症
JB31 其他乳房手术，伴有严重并发症与合并症
JB33 其他乳房手术，伴有一般并发症与合并症
JB35 其他乳房手术，不伴有并发症与合并症
JC19 颜面及其他皮肤、皮下组织成型术
JD11 皮肤移植手术，伴有严重并发症与合并症
JD13 皮肤移植手术，伴有一般并发症与合并症
JD15 皮肤移植手术，不伴有并发症与合并症
JD21 皮肤清创手术，伴有严重并发症与合并症
JD23 皮肤清创手术，伴有一般并发症与合并症
JD25 皮肤清创手术，不伴有并发症与合并症
JJ11 皮肤、皮下组织的其他手术，伴有严重并发症与合并症
JJ13 皮肤、皮下组织的其他手术，伴有一般并发症与合并症
JJ15 皮肤、皮下组织的其他手术，不伴有并发症与合并症
JR11 乳房恶性肿瘤，伴有严重并发症与合并症
JR13 乳房恶性肿瘤，伴有一般并发症与合并症
JR15 乳房恶性肿瘤，不伴有并发症与合并症
JR29 皮肤、皮下组织的恶性肿瘤
JS11 重大皮肤疾患，伴有严重并发症与合并症
JS1B 重大皮肤疾患，不伴严重并发症与合并症
JS29 炎症性皮肤病
JT1A 乳房、皮肤、皮下组织创伤，伴有严重或一般并发症与合并症
JT15 乳房、皮肤、皮下组织创伤，不伴有并发症与合并症
JU11 感染性皮肤病，伴有严重并发症与合并症
JU13 感染性皮肤病，伴有一般并发症与合并症
JU15 感染性皮肤病，不伴有并发症与合并症
JV1A 皮肤、皮下组织的非恶性增生性病变，伴有严重或一般并发症与合并症
JV15 皮肤、皮下组织的非恶性增生性病变，不伴有并发症与合并症
JV29 乳房良性病变
JZ19 其他皮肤及乳腺疾患
KB19 肾上腺手术
KC19 垂体手术
KD19 甲状腺大手术
KD29 甲状旁腺、甲状舌管及甲状腺其他手术
KE19 肥胖的手术室操作
KF19 因内分泌、营养、代谢疾患的植皮和/或清创术
KJ1A 因内分泌、营养、代谢疾患的其他手术，伴有严重或一般并发症与合并症
KJ15 因内分泌、营养、代谢疾患的其他手术，不伴有并发症与合并症
KR19 内分泌腺体恶性肿瘤
KS19 糖尿病
KT11 内分泌疾患，伴有严重并发症与合并症
KT13 内分泌疾患，伴有一般并发症与合并症
KT15 内分泌疾患，不伴有并发症与合并症
KU11 营养失调，伴有严重并发症与合并症
KU13 营养失调，伴有一般并发症与合并症
KU15 营养失调，不伴有并发症与合并症
KV11 先天性代谢异常，伴有严重并发症与合并症
KV1B 先天性代谢异常，不伴严重并发症与合并症
KZ11 其他代谢疾患，伴有严重并发症与合并症
KZ13 其他代谢疾患，伴有一般并发症与合并症
KZ15 其他代谢疾患，不伴有并发症与合并症
LA11 肾、输尿管及膀胱恶性肿瘤的手术，伴有严重并发症与合并症
LA1B 肾、输尿管及膀胱恶性肿瘤的手术，不伴严重并发症与合并症
LB19 除恶性肿瘤手术外的肾、输尿管、膀胱手术
LC1A 肾、输尿管、膀胱其他手术，伴有严重或一般并发症与合并症
LC15 肾、输尿管、膀胱其他手术，不伴有并发症与合并症
LD19 经尿道输尿管、膀胱手术
LE19 尿道手术
LF19 建立、设置、移除肾辅助装置
LJ11 泌尿系统其他手术，伴有严重并发症与合并症
LJ13 泌尿系统其他手术，伴有一般并发症与合并症
LJ15 泌尿系统其他手术，不伴有并发症与合并症
LK11 泌尿道结石碎石，伴有严重并发症与合并症
LK1B 泌尿道结石碎石，不伴严重并发症与合并症
LL19 肾透析
LR11 肾功能不全，伴有严重并发症与合并症
LR1B 肾功能不全，不伴严重并发症与合并症
LS11 肾炎及肾病，伴有严重并发症与合并症
LS13 肾炎及肾病，伴有一般并发症与合并症
LS15 肾炎及肾病，不伴有并发症与合并症
LT11 肾及尿路肿瘤，伴有严重并发症与合并症
LT13 肾及尿路肿瘤，伴有一般并发症与合并症
LT15 肾及尿路肿瘤，不伴有并发症与合并症
LU1A 肾及尿路感染，伴有严重或一般并发症与合并症
LU15 肾及尿路感染，不伴有并发症与合并症
LV19 高血压/糖尿病性肾病
LW11 肾、尿路体征及症状，伴有严重并发症与合并症
LW13 肾、尿路体征及症状，伴有一般并发症与合并症
LW15 肾、尿路体征及症状，不伴有并发症与合并症
LX11 尿路结石、阻塞及尿道狭窄，伴有严重并发症与合并症
LX13 尿路结石、阻塞及尿道狭窄，伴有一般并发症与合并症
LX15 尿路结石、阻塞及尿道狭窄，不伴有并发症与合并症
LY19 肾及尿路损伤
LZ11 肾及泌尿系统其他疾患，伴有严重并发症与合并症
LZ1B 肾及泌尿系统其他疾患，不伴严重并发症与合并症
MA1A 男性生殖器官恶性肿瘤手术，伴有严重或一般并发症与合并症
MA15 男性生殖器官恶性肿瘤手术，不伴有并发症与合并症
MB19 前列腺手术
MC1A 阴茎手术，伴有严重或一般并发症与合并症
MC15 阴茎手术，不伴有并发症与合并症
MD1A 睾丸手术，伴有严重或一般并发症与合并症
MD15 睾丸手术，不伴有并发症与合并症
MJ1A 其他男性生殖系统手术，伴有严重或一般并发症与合并症
MJ15 其他男性生殖系统手术，不伴有并发症与合并症
MR1A 男性生殖系统恶性肿瘤，伴有严重或一般并发症与合并症
MR15 男性生殖系统恶性肿瘤，不伴有并发症与合并症
MS1A 男性生殖系统炎症，伴有严重或一般并发症与合并症
MS15 男性生殖系统炎症，不伴有并发症与合并症
MZ1A 其他男性生殖系统疾患，伴有严重或一般并发症与合并症
MZ15 其他男性生殖系统疾患，不伴有并发症与合并症
NA11 女性生殖器官恶性肿瘤的广泛切除手术，伴有严重并发症与合并症
NA1B 女性生殖器官恶性肿瘤的广泛切除手术，不伴严重并发症与合并症
NA2A 女性生殖器官恶性肿瘤除广泛切除术以外的手术，伴有严重或一般并发症与合并症
NA25 女性生殖器官恶性肿瘤除广泛切除术以外的手术，不伴有并发症与合并症
NB1A 女性生殖系统重建手术，伴有严重或一般并发症与合并症
NB15 女性生殖系统重建手术，不伴有并发症与合并症
NC11 子宫（除内膜以外）手术，伴有严重并发症与合并症
NC1B 子宫（除内膜以外）手术，不伴严重并发症与合并症
ND1A 附件手术，伴有严重或一般并发症与合并症
ND15 附件手术，不伴有并发症与合并症
NE19 子宫内膜手术
NF1A 外阴、阴道、宫颈手术，伴有严重或一般并发症与合并症
NF15 外阴、阴道、宫颈手术，不伴有并发症与合并症
NJ1A 女性生殖系统其他手术，伴有严重或一般并发症与合并症
NJ15 女性生殖系统其他手术，不伴有并发症与合并症
NR11 女性生殖系统恶性肿瘤，伴有严重并发症与合并症
NR1B 女性生殖系统恶性肿瘤，不伴严重并发症与合并症
NS11 女性生殖系感染，伴有严重并发症与合并症
NS1B 女性生殖系感染，不伴严重并发症与合并症
NZ19 女性生殖系统其他疾患
OB19 剖宫产术
OC19 阴道分娩伴手术操作
OD19 与妊娠相关的子宫及附件手术
OD29 与妊娠相关的外阴、阴道及宫颈手术
OE19 异位妊娠手术
OF19 中期引产手术操作
OF29 早期流产手术操作
OJ19 与妊娠、分娩有关的其他手术操作
OR19 阴道分娩
OS1A 产褥期相关疾患，伴有严重或一般并发症与合并症
OS15 产褥期相关疾患，不伴有并发症与合并症
OS29 流产相关疾患
OT1A 异位妊娠，伴有严重或一般并发症与合并症
OT15 异位妊娠，不伴有并发症与合并症
OZ1A 与妊娠有关的其他疾患，伴有严重或一般并发症与合并症
OZ15 与妊娠有关的其他疾患，不伴有并发症与合并症
PB19 新生儿（出生年龄V29天）心血管手术
PC19 新生儿（出生年龄＜29天）腹部手术
PJ19 新生儿（出生年龄＜29天）的其他手术
PK11 新生儿伴呼吸机支持，伴有严重并发症与合并症
PK1B 新生儿伴呼吸机支持，不伴严重并发症与合并症
PR19 新生儿呼吸窘迫综合征
PS19 极度发育不全（出生体重＜1500g）
PT19 早产儿（出生体重1500-2499g）
PU1A 足月儿，伴有严重或一般并发症与合并症
PU15 足月儿，不伴有并发症与合并症
PV19 源于新生儿（29天≤出生年龄＜I周岁）诊断的婴儿疾患
QB19 脾切除术
QC19 胸腺手术
QD19 血液、造血器官及免疫系统其他手术
QJ19 非特指部位、组织、器官的良性肿瘤手术
QR11 网状内皮及免疫性疾患，伴有严重并发症与合并症
QR13 网状内皮及免疫性疾患，伴有一般并发症与合并症
QR15 网状内皮及免疫性疾患，不伴有并发症与合并症
QS11 红细胞病及营养性贫血，伴有严重并发症与合并症
QS13 红细胞病及营养性贫血，伴有一般并发症与合并症
