AA19 心脏移植
FW11 动脉疾患，伴严重并发症或合并症
FW13 动脉疾患，伴并发症或合并症
FW15 动脉疾患，不伴并发症或合并症
FW29 静脉疾患
FZ19 其他循环系统疾患
GB19 食管、胃、十二指肠大手术
GB29 小肠、大肠（含直肠）的大手术
GC19 食管、胃、十二指肠其他手术
GC29 小肠、大肠（含直肠）的其他手术
GD19 伴穿孔、化脓、坏疽等阑尾切除术
GD29 阑尾切除术
GE19 腹股沟及腹疝手术
GE21 疝其他手术，伴严重并发症或合并症
GE23 疝其他手术，伴并发症或合并症
GE25 疝其他手术，不伴并发症或合并症
GF19 肛管、肛门及肛周手术
GF29 直肠其他手术
GG19 腹腔/盆腔内粘连松解术
GJ11 消化系统其他手术，伴严重并发症或合并症
GJ13 消化系统其他手术，伴并发症或合并症
GJ15 消化系统其他手术，不伴并发症或合并症
GK19 消化系统其他内镜治疗操作
GK29 胃镜治疗操作
GK39 结肠镜治疗操作
GR11 消化系统恶性肿瘤，伴严重并发症或合并症
GR13 消化系统恶性肿瘤，伴并发症或合并症
GR15 消化系统恶性肿瘤，不伴并发症或合并症
GS19 胃肠出血
GT11 炎症性肠病，伴严重并发症或合并症
GT13 炎症性肠病，伴并发症或合并症
GT15 炎症性肠病，不伴并发症或合并症
GU19 伴出血或穿孔的消化溃疡
GU29 其他消化溃疡
GV11 消化道梗阻或腹痛，伴严重并发症或合并症
GV13 消化道梗阻或腹痛，伴并发症或合并症
GV15 消化道梗阻或腹痛，不伴并发症或合并症
GW19 食管炎、胃肠炎
GZ19 其他消化系统诊断
HB19 胰、肝切除和/或分流手术
HC19 胆囊切除术伴胆总管手术
HC29 胆总管手术
HC39 胆囊切除手术
HC49 除胆囊切除术以外的胆道手术
HJ19 与肝、胆或胰腺疾患有关的其他手术
HK19 食管曲张静脉出血的治疗性内镜操作
HL19 肝胆胰系统的诊断性操作
HL29 肝胆胰系统的治疗性操作
HR11 肝胆胰系统恶性肿瘤，伴严重并发症或合并症
HR13 肝胆胰系统恶性肿瘤，伴并发症或合并症
HR15 肝胆胰系统恶性肿瘤，不伴并发症或合并症
HS19 肝功能衰竭
HS29 肝硬化
HS39 病毒性肝炎
HT19 急性胰腺炎
HU11 急性胆道疾患，伴严重并发症或合并症
HU13 急性胆道疾患，伴并发症或合并症
HU15 急性胆道疾患，不伴并发症或合并症
HZ11 其他肝脏疾患，伴严重并发症或合并症
HZ13 其他肝脏疾患，伴并发症或合并症
HZ15 其他肝脏疾患，不伴并发症或合并症
HZ21 胆道其他疾患，伴严重并发症或合并症
HZ23 胆道其他疾患，伴并发症或合并症
HZ25 胆道其他疾患，不伴并发症或合并症
HZ31 胰腺其他疾患，伴严重并发症或合并症
HZ33 胰腺其他疾患，伴并发症或合并症
HZ35 胰腺其他疾患，不伴并发症或合并症
IB19 前后路联合脊柱融合术
IB29 脊柱融合手术
IB39 与脊柱有关的其他手术
IC19 髋、肩、膝、肘和踝关节假体翻修/修正手术
IC29 髋、肩、膝、肘和踝关节置换术
IC39 除置换/翻修外的髋、肩、膝、肘、踝的关节手术
ID11 小关节手术，伴严重并发症或合并症
ID13 小关节手术，伴并发症或合并症
ID15 小关节手术，不伴并发症或合并症
IE19 骨盆髋臼手术
IF19 上肢骨手术
IF29 手外科手术
IF39 股骨手术
IF49 除股骨以外的下肢骨手术
IF59 骨科固定装置去除/修正术
IG19 肌肉、肌腱手术
IH19 周围神经手术
IJ19 骨骼肌肉系统的其他手术
IR11 骨盆骨折，伴严重并发症或合并症
IR13 骨盆骨折，伴并发症或合并症
IR15 骨盆骨折，不伴并发症或合并症
IR21 股骨颈骨折，伴严重并发症或合并症
IR23 股骨颈骨折，伴并发症或合并症
IR25 股骨颈骨折，不伴并发症或合并症
IR31 股骨干及远端骨折，伴严重并发症或合并症
IR33 股骨干及远端骨折，伴并发症或合并症
IR35 股骨干及远端骨折，不伴并发症或合并症
IS11 前臂、腕、手或足损伤，伴严重并发症或合并症
IS13 前臂、腕、手或足损伤，伴并发症或合并症
IS15 前臂、腕、手或足损伤，不伴并发症或合并症
IS21 除前臂、腕、手足外的损伤，伴严重并发症或合并症
IS23 除前臂、腕、手足外的损伤，伴并发症或合并症
IS25 除前臂、腕、手足外的损伤，不伴并发症或合并症
IT11 骨髓炎，伴严重并发症或合并症
IT13 骨髓炎，伴并发症或合并症
IT15 骨髓炎，不伴并发症或合并症
IT29 慢性炎症性肌肉骨骼结缔组织疾患
IT39 感染性关节炎
IU19 骨病及其他关节病
IU29 颈腰背疾患
IU31 骨骼、肌肉、结缔组织恶性病损、病理性骨折，伴严重并发症或合并症
IU33 骨骼、肌肉、结缔组织恶性病损、病理性骨折，伴并发症或合并症
IU35 骨骼、肌肉、结缔组织恶性病损、病理性骨折，不伴并发症或合并症
IV11 除脊柱外先天性骨骼肌肉系统疾患，伴严重并发症或合并症
IV13 除脊柱外先天性骨骼肌肉系统疾患，伴并发症或合并症
IV15 除脊柱外先天性骨骼肌肉系统疾患，不伴并发症或合并症
IZ19 肌肉骨骼系统植入物/假体的康复照护
IZ29 骨骼、肌肉、肌腱、结缔组织的其他疾患
JA19 乳房恶性肿瘤根治性切除伴乳房重建术
JA29 乳房恶性肿瘤根治性切除术
JB19 乳房成型手术
JB29 乳腺切除手术
JB39 其他乳房手术
JC11 颜面及其他皮肤、皮下组织成型术，伴严重并发症或合并症
JC13 颜面及其他皮肤、皮下组织成型术，伴并发症或合并症
JC15 颜面及其他皮肤、皮下组织成型术，不伴并发症或合并症
JD11 皮肤移植手术，伴严重并发症或合并症
JD13 皮肤移植手术，伴并发症或合并症
JD15 皮肤移植手术，不伴并发症或合并症
JD29 皮肤清创手术
JJ11 皮肤、皮下组织的其他手术，伴严重并发症或合并症
JJ13 皮肤、皮下组织的其他手术，伴并发症或合并症
JJ15 皮肤、皮下组织的其他手术，不伴并发症或合并症
JR11 乳房恶性肿瘤，伴严重并发症或合并症
JR13 乳房恶性肿瘤，伴并发症或合并症
JR15 乳房恶性肿瘤，不伴并发症或合并症
JR21 皮肤、皮下组织的恶性肿瘤，伴严重并发症或合并症
JR23 皮肤、皮下组织的恶性肿瘤，伴并发症或合并症
JR25 皮肤、皮下组织的恶性肿瘤，不伴并发症或合并症
JS19 重大皮肤疾患
JS29 炎症性皮肤病
JT19 乳房、皮肤、皮下组织创伤
JU19 感染性皮肤病
JV11 皮肤、皮下组织的非恶性增生性病变，伴严重并发症或合并症
JV13 皮肤、皮下组织的非恶性增生性病变，伴并发症或合并症
JV15 皮肤、皮下组织的非恶性增生性病变，不伴并发症或合并症
JV29 乳房良性病变
JZ19 其他皮肤及乳腺疾患
KB19 肾上腺手术
KC19 垂体手术
KD19 甲状腺大手术
KD29 甲状旁腺、甲状舌管及甲状腺其他手术
KE19 肥胖的手术室操作
KF19 因内分泌、营养、代谢疾患的植皮和/或清创术
KJ11 因内分泌、营养、代谢疾患的其他手术，伴严重并发症或合并症
KJ13 因内分泌、营养、代谢疾患的其他手术，伴并发症或合并症
KJ15 因内分泌、营养、代谢疾患的其他手术，不伴并发症或合并症
KR19 内分泌腺体恶性肿瘤
KS19 糖尿病
KT11 内分泌疾患，伴严重并发症或合并症
KT13 内分泌疾患，伴并发症或合并症
KT15 内分泌疾患，不伴并发症或合并症
KU11 营养失调，伴严重并发症或合并症
KU13 营养失调，伴并发症或合并症
KU15 营养失调，不伴并发症或合并症
KV19 先天性代谢异常
KZ19 其他代谢疾患
LA19 肾、输尿管及膀胱恶性肿瘤的手术
LB19 除恶性肿瘤手术外的肾、输尿管、膀胱手术
LC19 肾、输尿管、膀胱其他手术
LD19 经尿道输尿管、膀胱手术
LE19 尿道手术
LF11 建立、设置、移除肾辅助装置，伴严重并发症或合并症
LF13 建立、设置、移除肾辅助装置，伴并发症或合并症
LF15 建立、设置、移除肾辅助装置，不伴并发症或合并症
LJ11 泌尿系统其他手术，伴严重并发症或合并症
LJ13 泌尿系统其他手术，伴并发症或合并症
LJ15 泌尿系统其他手术，不伴并发症或合并症
LK19 泌尿道结石碎石
LL19 肾透析
LR11 肾功能不全，伴严重并发症或合并症
LR13 肾功能不全，伴并发症或合并症
LR15 肾功能不全，不伴并发症或合并症
LS19 肾炎及肾病
LT11 肾及尿路肿瘤，伴严重并发症或合并症
LT13 肾及尿路肿瘤，伴并发症或合并症
LT15 肾及尿路肿瘤，不伴并发症或合并症
LU19 肾及尿路感染
LV19 高血压/糖尿病性肾病
LW11 肾、尿路体征及症状，伴严重并发症或合并症
LW13 肾、尿路体征及症状，伴并发症或合并症
LW15 肾、尿路体征及症状，不伴并发症或合并症
LX11 尿路结石、阻塞及尿道狭窄，伴严重并发症或合并症
LX13 尿路结石、阻塞及尿道狭窄，伴并发症或合并症
LX15 尿路结石、阻塞及尿道狭窄，不伴并发症或合并症
LY19 肾及尿路损伤
LZ11 肾及泌尿系统其他疾患，伴严重并发症或合并症
LZ13 肾及泌尿系统其他疾患，伴并发症或合并症
LZ15 肾及泌尿系统其他疾患，不伴并发症或合并症
MA19 男性生殖器官恶性肿瘤手术
MB19 前列腺手术
MC19 阴茎手术
MD19 睾丸手术
MJ19 其他男性生殖系统手术
MR11 男性生殖系统恶性肿瘤，伴严重并发症或合并症
MR13 男性生殖系统恶性肿瘤，伴并发症或合并症
MR15 男性生殖系统恶性肿瘤，不伴并发症或合并症
MS19 男性生殖系统炎症
MZ11 其他男性生殖系统疾患，伴严重并发症或合并症
MZ13 其他男性生殖系统疾患，伴并发症或合并症
MZ15 其他男性生殖系统疾患，不伴并发症或合并症
NA19 女性生殖器官恶性肿瘤的广泛切除手术
NA29 女性生殖器官恶性肿瘤除广泛切除术以外的手术
NB19 女性生殖系统重建手术
NC19 子宫（除内膜以外）手术
ND19 附件手术
NE19 子宫内膜手术
NF19 外阴、阴道、宫颈手术
NG11 辅助生殖技术，伴严重并发症或合并症
NG13 辅助生殖技术，伴并发症或合并症
NG15 辅助生殖技术，不伴并发症或合并症
NJ19 女性生殖系统其他手术
NR11 女性生殖系统恶性肿瘤，伴严重并发症或合并症
NR13 女性生殖系统恶性肿瘤，伴并发症或合并症
NR15 女性生殖系统恶性肿瘤，不伴并发症或合并症
NS19 女性生殖系感染
NZ11 女性生殖系统其他疾患，伴严重并发症或合并症
NZ13 女性生殖系统其他疾患，伴并发症或合并症
NZ15 女性生殖系统其他疾患，不伴并发症或合并症
OB19 剖宫产术
OC19 阴道分娩伴手术操作
OD19 与妊娠相关的子宫及附件手术
OD29 与妊娠相关的的外阴、阴道及宫颈手术
OE19 异位妊娠手术
OF19 中期引产手术操作
OF29 早期流产手术操作
OJ11 与妊娠、分娩有关的其他手术操作，伴严重并发症或合并症
OJ13 与妊娠、分娩有关的其他手术操作，伴并发症或合并症
OJ15 与妊娠、分娩有关的其他手术操作，不伴并发症或合并症
OR19 阴道分娩
OS19 产褥期相关疾患
OS29 流产相关疾患
OT19 异位妊娠
OZ19 与妊娠有关的其他疾患
PB19 新生儿（出生年龄＜29天）心血管手术
PC19 新生儿（出生年龄＜29天）腹部手术
PJ19 新生儿（出生年龄＜29天）的其他手术
PK19 新生儿伴呼吸机支持
PR11 新生儿呼吸窘迫综合征，伴严重并发症或合并症
PR13 新生儿呼吸窘迫综合征，伴并发症或合并症
PR15 新生儿呼吸窘迫综合征，不伴并发症或合并症
PS11 极度发育不全（出生体重＜1500g），伴严重并发症或合并症
PS13 极度发育不全（出生体重＜1500g），伴并发症或合并症
PS15 极度发育不全（出生体重＜1500g），不伴并发症或合并症
PT19 早产儿（出生体重1500-2499g）
PT29 早产儿（出生体重＞2499g）
PU19 足月儿
PV19 源于新生儿(29天≤出生年龄＜1周岁)诊断的婴儿疾患
QB19 脾切除术
QC19 胸腺手术
QD11 血液、造血器官及免疫系统其他手术，伴严重并发症或合并症
QD13 血液、造血器官及免疫系统其他手术，伴并发症或合并症
QD15 血液、造血器官及免疫系统其他手术，不伴并发症或合并症
QJ19 非特指部位、组织、器官的良性肿瘤手术
QR11 网状内皮及免疫性疾患，伴严重并发症或合并症
QR13 网状内皮及免疫性疾患，伴并发症或合并症
QR15 网状内皮及免疫性疾患，不伴并发症或合并症
QS19 红细胞病及营养性贫血
QS21 溶血性贫血，伴严重并发症或合并症
QS23 溶血性贫血，伴并发症或合并症
QS25 溶血性贫血，不伴并发症或合并症
QS31 再生障碍性贫血，伴严重并发症或合并症
QS33 再生障碍性贫血，伴并发症或合并症
QS35 再生障碍性贫血，不伴并发症或合并症
QS49 其他贫血
QT19 凝血功能障碍
RA19 淋巴瘤、白血病等伴重大手术
RA21 淋巴瘤、白血病等伴其他手术，伴严重并发症或合并症
RA23 淋巴瘤、白血病等伴其他手术，伴并发症或合并症
RA25 淋巴瘤、白血病等伴其他手术，不伴并发症或合并症
RA31 骨髓增生性疾患或低分化肿瘤等伴重大手术，伴严重并发症或合并症
RA33 骨髓增生性疾患或低分化肿瘤等伴重大手术，伴并发症或合并症
RA35 骨髓增生性疾患或低分化肿瘤等伴重大手术，不伴并发症或合并症
RA41 骨髓增生性疾患或低分化肿瘤等伴其他手术，伴严重并发症或合并症
RA43 骨髓增生性疾患或低分化肿瘤等伴其他手术，伴并发症或合并症
RA45 骨髓增生性疾患或低分化肿瘤等伴其他手术，不伴并发症或合并症
RB19 急性白血病化学治疗和/或其他治疗
RC19 恶性增生性疾患放射治疗
RD19 恶性增生性疾患的介入和/或射频治疗
RE11 恶性增生性疾患的化学和/或靶向、生物治疗，伴严重并发症或合并症
RE13 恶性增生性疾患的化学和/或靶向、生物治疗，伴并发症或合并症
RE15 恶性增生性疾患的化学和/或靶向、生物治疗，不伴并发症或合并症
RF11 恶性增生性疾患终末期治疗，伴严重并发症或合并症
RF13 恶性增生性疾患终末期治疗，伴并发症或合并症
RF15 恶性增生性疾患终末期治疗，不伴并发症或合并症
RR11 急性白血病，伴严重并发症或合并症
RR13 急性白血病，伴并发症或合并症
RR15 急性白血病，不伴并发症或合并症
RS11 淋巴瘤及其他类型白血病，伴严重并发症或合并症
RS13 淋巴瘤及其他类型白血病，伴并发症或合并症
RS15 淋巴瘤及其他类型白血病，不伴并发症或合并症
RS21 骨髓瘤，伴严重并发症或合并症
RS23 骨髓瘤，伴并发症或合并症
RS25 骨髓瘤，不伴并发症或合并症
RT11 非特指恶性肿瘤，伴严重并发症或合并症
RT13 非特指恶性肿瘤，伴并发症或合并症
RT15 非特指恶性肿瘤，不伴并发症或合并症
RT21 非特指良性肿瘤，伴严重并发症或合并症
RT23 非特指良性肿瘤，伴并发症或合并症
RT25 非特指良性肿瘤，不伴并发症或合并症
RU19 与化学和/或靶向、生物治疗有关的恶性增生性疾患
RU29 恶性增生性疾患的免疫治疗
RV19 与放射治疗有关的恶性增生性疾患
RW19 恶性增生性疾患治疗后的随诊检查
RW21 恶性增生性疾患维持性治疗，伴严重并发症或合并症
RW23 恶性增生性疾患维持性治疗，伴并发症或合并症
RW25 恶性增生性疾患维持性治疗，不伴并发症或合并症
SB11 全身性感染的手术，伴严重并发症或合并症
SB13 全身性感染的手术，伴并发症或合并症
SB15 全身性感染的手术，不伴并发症或合并症
SR11 败血症，伴严重并发症或合并症
SR13 败血症，伴并发症或合并症
SR15 败血症，不伴并发症或合并症
SS11 手术后及创伤后感染，伴严重并发症或合并症
SS13 手术后及创伤后感染，伴并发症或合并症
SS15 手术后及创伤后感染，不伴并发症或合并症
ST11 原因不明的发热，伴严重并发症或合并症
ST13 原因不明的发热，伴并发症或合并症
ST15 原因不明的发热，不伴并发症或合并症
SU19 病毒性疾患
SV19 细菌性疾患
SZ11 其他感染性或寄生虫性疾患，伴严重并发症或合并症
SZ13 其他感染性或寄生虫性疾患，伴并发症或合并症
SZ15 其他感染性或寄生虫性疾患，不伴并发症或合并症
TB19 精神病患者的手术
TR11 精神分裂症，伴严重并发症或合并症
TR13 精神分裂症，伴并发症或合并症
TR15 精神分裂症，不伴并发症或合并症
TR29 偏执及急性精神病
TS19 重大的情感障碍
TS29 神经症性障碍及其他情感性障碍
TT11 进食及睡眠障碍，伴严重并发症或合并症
TT13 进食及睡眠障碍，伴并发症或合并症
TT15 进食及睡眠障碍，不伴并发症或合并症
TT21 人格障碍，伴严重并发症或合并症
TT23 人格障碍，伴并发症或合并症
TT25 人格障碍，不伴并发症或合并症
TU19 儿童期精神发育障碍
TV19 焦虑性障碍
TW19 器质性及症状性精神障碍
UR11 酒精中毒及戒除，伴严重并发症或合并症
UR13 酒精中毒及戒除，伴并发症或合并症
UR15 酒精中毒及戒除，不伴并发症或合并症
US19 兴奋剂滥用与依赖
VB19 损伤的皮肤移植
VC19 与损伤有关的清创术
VJ11 其他损伤的手术，伴严重并发症或合并症
VJ13 其他损伤的手术，伴并发症或合并症
VJ15 其他损伤的手术，不伴并发症或合并症
VR19 损伤
VS19 过敏反应
VS21 药物中毒或毒性反应，伴严重并发症或合并症
VS23 药物中毒或毒性反应，伴并发症或合并症
VS25 药物中毒或毒性反应，不伴并发症或合并症
VT11 医疗后遗症，伴严重并发症或合并症
VT13 医疗后遗症，伴并发症或合并症
VT15 医疗后遗症，不伴并发症或合并症
VZ11 其他损伤、中毒及毒性反应疾患，伴严重并发症或合并症
VZ13 其他损伤、中毒及毒性反应疾患，伴并发症或合并症
VZ15 其他损伤、中毒及毒性反应疾患，不伴并发症或合并症
WB11 大于体表30%或多处三度烧伤伴植皮，伴严重并发症或合并症
WB13 大于体表30%或多处三度烧伤伴植皮，伴并发症或合并症
WB15 大于体表30%或多处三度烧伤伴植皮，不伴并发症或合并症
WC11 其他烧伤伴植皮，伴严重并发症或合并症
WC13 其他烧伤伴植皮，伴并发症或合并症
WC15 其他烧伤伴植皮，不伴并发症或合并症
WJ11 烧伤伴除植皮之外的任何手术室手术，伴严重并发症或合并症
WJ13 烧伤伴除植皮之外的任何手术室手术，伴并发症或合并症
WJ15 烧伤伴除植皮之外的任何手术室手术，不伴并发症或合并症
WR11 大于体表30%或多处三度烧伤、腐蚀伤及冻伤等灼伤，伴严重并发症或合并症
WR13 大于体表30%或多处三度烧伤、腐蚀伤及冻伤等灼伤，伴并发症或合并症
WR15 大于体表30%或多处三度烧伤、腐蚀伤及冻伤等灼伤，不伴并发症或合并症
WZ11 其他烧伤、腐蚀伤及冻伤等灼伤，伴严重并发症或合并症
WZ13 其他烧伤、腐蚀伤及冻伤等灼伤，伴并发症或合并症
WZ15 其他烧伤、腐蚀伤及冻伤等灼伤，不伴并发症或合并症
XJ11 其他接触健康服务的诊断伴手术室操作，伴严重并发症或合并症
XJ13 其他接触健康服务的诊断伴手术室操作，伴并发症或合并症
XJ15 其他接触健康服务的诊断伴手术室操作，不伴并发症或合并症
XR11 康复，伴严重并发症或合并症
XR13 康复，伴并发症或合并症
XR15 康复，不伴并发症或合并症
XR21 其他康复治疗，伴严重并发症或合并症
XR23 其他康复治疗，伴并发症或合并症
XR25 其他康复治疗，不伴并发症或合并症
