AA19 心脏移植
ET21 慢性气道阻塞病，伴严重合并症或并发症
ET25 慢性气道阻塞病，不伴严重合并症或并发症
EU13 重大胸部创伤，伴合并症或并发症
EU15 重大胸部创伤，不伴合并症或并发症
EV11 呼吸系统症状、体征，伴严重合并症或并发症
EV13 呼吸系统症状、体征，伴一般合并症或并发症
EV15 呼吸系统症状、体征，不伴合并症或并发症
EW11 胸膜病变及胸腔积液，伴严重合并症或并发症
EW13 胸膜病变及胸腔积液，伴一般合并症或并发症
EW15 胸膜病变及胸腔积液，不伴合并症或并发症
EX11 哮喘及喘息性支气管炎，伴严重合并症或并发症
EX13 哮喘及喘息性支气管炎，伴一般合并症或并发症
EX15 哮喘及喘息性支气管炎，不伴合并症或并发症
EX21 百日咳及急性支气管炎，伴严重合并症或并发症
EX23 百日咳及急性支气管炎，伴一般合并症或并发症
EX25 百日咳及急性支气管炎，不伴合并症或并发症
EZ11 其他呼吸系统疾患，伴严重合并症或并发症
EZ13 其他呼吸系统疾患，伴一般合并症或并发症
EZ15 其他呼吸系统疾患，不伴合并症或并发症
FB19 瓣膜手术伴冠脉手术
FB29 心脏瓣膜手术
FC11 冠状动脉手术，伴严重合并症或并发症
FC15 冠状动脉手术，不伴严重合并症或并发症
FD11 先天性心脏病复杂手术，伴严重合并症或并发症
FD15 先天性心脏病复杂手术，不伴严重合并症或并发症
FD21 先天性心脏病常规手术，伴严重合并症或并发症
FD23 先天性心脏病常规手术，伴一般合并症或并发症
FD25 先天性心脏病常规手术，不伴合并症或并发症
FD39 先天性心脏病介入治疗
FE19 大血管手术伴介入操作
FE29 大血管手术
FF19 大隐静脉和小隐静脉手术
FF23 外周血管手术伴介入操作，伴合并症或并发症
FF25 外周血管手术伴介入操作，不伴合并症或并发症
FF31 外周血管（除大隐静脉外）其他的手术，伴严重合并症或并发症
FF33 外周血管（除大隐静脉外）其他的手术，伴一般合并症或并发症
FF35 外周血管（除大隐静脉外）其他的手术，不伴合并症或并发症
FJ19 循环系统其他手术
FK19 伴急性心肌梗塞／心衰／休克的心脏除颤器及心室同步
FK29 不伴急性心肌梗塞／心衰／休克的心脏除颤器及心室同步
FK39 永久性起搏器植入／置换／更新
FL19 经皮心脏消融术伴房颤和／或房扑
FL21 经皮心脏消融术除房扑、房颤外其他心律失常，伴严重合并症或并发症
FL25 经皮心脏消融术除房扑、房颤外其他心律失常，不伴严重合并症或并发症
FL39 经皮瓣膜植入或修复术
FM11 经皮冠状动脉支架植入，伴严重合并症或并发症
FM15 经皮冠状动脉支架植入，不伴严重合并症或并发症
FM29 其他经皮心血管治疗
FM31 经皮心导管检查操作，伴严重合并症或并发症
FM35 经皮心导管检查操作，不伴严重合并症或并发症
FM49 经皮大血管支架置入或修复术
FN19 外周动静脉复杂经皮血管内检查和／或治疗
FN21 外周动静脉经皮血管内检查和／或治疗，伴严重合并症或并发症
FN25 外周动静脉经皮血管内检查和／或治疗，不伴严重合并症或并发症
FP19 心力衰竭、休克伴操作性治疗
FR19 急性心肌梗死
FR21 心力衰竭、休克，伴严重合并症或并发症
FR25 心力衰竭、休克，不伴严重合并症或并发症
FR31 心绞痛，伴严重合并症或并发症
FR35 心绞痛，不伴严重合并症或并发症
FR49 冠状动脉粥样硬化／血栓／闭塞
FT11 心肌病，伴严重合并症或并发症
FT13 心肌病，伴一般合并症或并发症
FT15 心肌病，不伴合并症或并发症
FT29 感染性心内膜炎
FT33 瓣膜疾患，伴合并症或并发症
FT35 瓣膜疾患，不伴合并症或并发症
FT41 心包疾病，伴严重合并症或并发症
FT45 心包疾病，不伴严重合并症或并发症
FU11 严重心律失常及心脏停搏，伴严重合并症或并发症
FU13 严重心律失常及心脏停搏，伴一般合并症或并发症
FU15 严重心律失常及心脏停搏，不伴合并症或并发症
FU29 心律失常及传导障碍
FV1A 先天性心脏病，6岁及以下
FV1B 先天性心脏病，6岁以上
FV21 高血压，伴严重合并症或并发症
FV25 高血压，不伴严重合并症或并发症
FV31 晕厥及／或虚脱，伴严重合并症或并发症
FV35 晕厥及／或虚脱，不伴严重合并症或并发症
FW11 动脉疾患，伴严重合并症或并发症
FW15 动脉疾患，不伴严重合并症或并发症
FW21 静脉疾患，伴严重合并症或并发症
FW25 静脉疾患，不伴严重合并症或并发症
FZ11 其他循环系统疾患，伴严重合并症或并发症
FZ13 其他循环系统疾患，伴一般合并症或并发症
FZ15 其他循环系统疾患，不伴合并症或并发症
GB11 食管、胃、十二指肠大手术，伴严重合并症或并发症
GB15 食管、胃、十二指肠大手术，不伴严重合并症或并发症
GB21 小肠、大肠（含直肠）的大手术，伴严重合并症或并发症
GB25 小肠、大肠（含直肠）的大手术，不伴严重合并症或并发症
GC11 食管、胃、十二指肠其他手术，伴严重合并症或并发症
GC13 食管、胃、十二指肠其他手术，伴一般合并症或并发症
GC15 食管、胃、十二指肠其他手术，不伴合并症或并发症
GC21 小肠、大肠（含直肠）的其他手术，伴严重合并症或并发症
GC23 小肠、大肠（含直肠）的其他手术，伴一般合并症或并发症
GC25 小肠、大肠（含直肠）的其他手术，不伴合并症或并发症
GD11 伴穿孔、化脓、坏疽等阑尾切除术，伴严重合并症或并发症
GD15 伴穿孔、化脓、坏疽等阑尾切除术，不伴严重合并症或并发症
GD21 阑尾切除术，伴严重合并症或并发症
GD25 阑尾切除术，不伴严重合并症或并发症
GE11 腹股沟及腹疝手术，伴严重合并症或并发症
GE13 腹股沟及腹疝手术，伴一般合并症或并发症
GE15 腹股沟及腹疝手术，不伴合并症或并发症
GE29 疝其他手术
GF11 肛管、肛门及肛周手术，伴严重合并症或并发症
GF13 肛管、肛门及肛周手术，伴一般合并症或并发症
GF15 肛管、肛门及肛周手术，不伴合并症或并发症
GF21 直肠其他手术，伴严重合并症或并发症
GF23 直肠其他手术，伴一般合并症或并发症
GF25 直肠其他手术，不伴合并症或并发症
GG11 腹腔／盆腔内粘连松解术，伴严重合并症或并发症
GG13 腹腔／盆腔内粘连松解术，伴一般合并症或并发症
GG15 腹腔／盆腔内粘连松解术，不伴合并症或并发症
GJ11 消化系统其他手术，伴严重合并症或并发症
GJ13 消化系统其他手术，伴一般合并症或并发症
GJ15 消化系统其他手术，不伴合并症或并发症
GK19 消化系统其他内镜治疗操作
GK21 胃镜治疗操作，伴严重合并症或并发症
GK23 胃镜治疗操作，伴一般合并症或并发症
GK25 胃镜治疗操作，不伴合并症或并发症
GK31 结肠镜治疗操作，伴严重合并症或并发症
GK33 结肠镜治疗操作，伴一般合并症或并发症
GK35 结肠镜治疗操作，不伴合并症或并发症
GR11 消化系统恶性肿瘤，伴严重合并症或并发症
GR15 消化系统恶性肿瘤，不伴严重合并症或并发症
GS11 胃肠出血，伴严重合并症或并发症
GS13 胃肠出血，伴一般合并症或并发症
GS15 胃肠出血，不伴合并症或并发症
GT11 炎症性肠病，伴严重合并症或并发症
GT15 炎症性肠病，不伴严重合并症或并发症
GU11 消化道溃疡伴穿孔，伴严重合并症或并发症
GU13 消化道溃疡伴穿孔，伴一般合并症或并发症
GU15 消化道溃疡伴穿孔，不伴合并症或并发症
GU21 其他消化溃疡，伴严重合并症或并发症
GU23 其他消化溃疡，伴一般合并症或并发症
GU25 其他消化溃疡，不伴合并症或并发症
GV11 消化道梗阻或腹痛，伴严重合并症或并发症
GV13 消化道梗阻或腹痛，伴一般合并症或并发症
GV15 消化道梗阻或腹痛，不伴合并症或并发症
GW11 食管炎、胃肠炎，伴严重合并症或并发症
GW15 食管炎、胃肠炎，不伴严重合并症或并发症
GZ11 其他消化系统诊断，伴严重合并症或并发症
GZ15 其他消化系统诊断，不伴严重合并症或并发症
HB19 胰、肝切除和／或分流手术
HC11 胆总管手术，伴严重合并症或并发症
HC15 胆总管手术，不伴严重合并症或并发症
HC21 胆囊切除手术，伴严重合并症或并发症
HC23 胆囊切除手术，伴一般合并症或并发症
HC25 胆囊切除手术，不伴合并症或并发症
HC31 除胆囊切除术以外的胆道手术，伴严重合并症或并发症
HC35 除胆囊切除术以外的胆道手术，不伴严重合并症或并发症
HJ11 与肝、胆或胰腺疾患有关的其他手术，伴严重合并症或并发症
HJ15 与肝、胆或胰腺疾患有关的其他手术，不伴严重合并症或并发症
HK19 食管曲张静脉出血的治疗性内镜操作
HL11 肝胆胰系统的治疗性操作，伴严重合并症或并发症
HL13 肝胆胰系统的治疗性操作，伴一般合并症或并发症
HL15 肝胆胰系统的治疗性操作，不伴合并症或并发症
HL21 肝胆胰系统的诊断性操作，伴严重合并症或并发症
HL23 肝胆胰系统的诊断性操作，伴一般合并症或并发症
HL25 肝胆胰系统的诊断性操作，不伴合并症或并发症
HR11 肝胆胰系统恶性肿瘤，伴严重合并症或并发症
HR15 肝胆胰系统恶性肿瘤，不伴严重合并症或并发症
HS11 肝功能衰竭，伴严重合并症或并发症
HS13 肝功能衰竭，伴一般合并症或并发症
HS15 肝功能衰竭，不伴合并症或并发症
HS21 肝硬化，伴严重合并症或并发症
HS23 肝硬化，伴一般合并症或并发症
HS25 肝硬化，不伴合并症或并发症
HS31 病毒性肝炎，伴严重合并症或并发症
HS33 病毒性肝炎，伴一般合并症或并发症
HS35 病毒性肝炎，不伴合并症或并发症
HT11 重症胰腺炎，伴严重合并症或并发症
HT13 重症胰腺炎，伴一般合并症或并发症
HT15 重症胰腺炎，不伴合并症或并发症
HT21 急性胰腺炎，伴严重合并症或并发症
HT23 急性胰腺炎，伴一般合并症或并发症
HT25 急性胰腺炎，不伴合并症或并发症
HU11 急性胆道疾患，伴严重合并症或并发症
HU13 急性胆道疾患，伴一般合并症或并发症
HU15 急性胆道疾患，不伴合并症或并发症
HZ11 其他肝脏疾病，伴严重合并症或并发症
HZ13 其他肝脏疾病，伴一般合并症或并发症
HZ15 其他肝脏疾病，不伴合并症或并发症
HZ21 胆道其他疾病，伴严重合并症或并发症
HZ25 胆道其他疾病，不伴严重合并症或并发症
HZ39 胰腺其他疾病
IB19 复杂脊柱疾患或3节段及以上脊柱融合手术或翻修手术
IB29 脊柱2节段及以下脊柱融合术
IB39 与脊柱有关的其他手术
IC19 髋、肩、膝、肘和踝关节假体翻修／修正手术
IC29 髋、肩、膝、肘和踝关节置换术
IC39 除置换／翻修外的髋、肩、膝、肘、踝和足部关节的修复、重建手术
IC49 除置换／翻修外的髋、肩、膝、肘、踝和足部关节其他手术
ID13 小关节手术，伴合并症或并发症
ID15 小关节手术，不伴合并症或并发症
IE13 骨盆髋臼手术，伴合并症或并发症
IE15 骨盆髋臼手术，不伴合并症或并发症
IF11 上肢骨手术，伴严重合并症或并发症
IF15 上肢骨手术，不伴严重合并症或并发症
IF2A 手外科手术，6岁及以下
IF2B 手外科手术，6岁以上
IF31 股骨手术，伴严重合并症或并发症
IF35 股骨手术，不伴严重合并症或并发症
IF41 除股骨以外的下肢骨手术，伴严重合并症或并发症
IF45 除股骨以外的下肢骨手术，不伴严重合并症或并发症
IF53 骨科固定装置去除／修正术，伴合并症或并发症
IF55 骨科固定装置去除／修正术，不伴合并症或并发症
IG19 周围神经手术
IH11 肌肉、肌腱手术，伴严重合并症或并发症
IH15 肌肉、肌腱手术，不伴严重合并症或并发症
IJ11 骨骼肌肉系统的其他手术，伴严重合并症或并发症
IJ15 骨骼肌肉系统的其他手术，不伴严重合并症或并发症
IR13 骨盆骨折，伴合并症或并发症
IR15 骨盆骨折，不伴合并症或并发症
IR29 股骨骨折
IS11 前臂、腕、手或足损伤，伴严重合并症或并发症
IS15 前臂、腕、手或足损伤，不伴严重合并症或并发症
IS29 除前臂、腕、手足外的损伤
IT19 骨髓炎
IT21 慢性炎症性肌肉骨骼结缔组织疾患，伴严重合并症或并发症
IT23 慢性炎症性肌肉骨骼结缔组织疾患，伴一般合并症或并发症
IT25 慢性炎症性肌肉骨骼结缔组织疾患，不伴合并症或并发症
IT33 感染性关节炎，伴合并症或并发症
IT35 感染性关节炎，不伴合并症或并发症
IU19 骨病及其他关节病
IU29 颈腰背疾患
IU39 骨骼、肌肉、结缔组织恶性病损、病理性骨折
IV19 除脊柱外先天性骨骼肌肉系统疾患
IZ11 肌肉骨骼系统植入物／假体的康复照护，伴严重合并症或并发症
IZ15 肌肉骨骼系统植入物／假体的康复照护，不伴严重合并症或并发症
IZ21 骨骼、肌肉、肌腱、结缔组织的其他疾患，伴严重合并症或并发症
IZ25 骨骼、肌肉、肌腱、结缔组织的其他疾患，不伴严重合并症或并发症
JA19 乳房恶性肿瘤根治性切除伴乳房重建术
JA29 乳房恶性肿瘤根治性切除术
JB19 乳房成型手术
JB23 乳腺切除手术，伴合并症或并发症
JB25 乳腺切除手术，不伴合并症或并发症
JB31 其他乳房手术，伴严重合并症或并发症
JB35 其他乳房手术，不伴严重合并症或并发症
JC13 颜面及其他皮肤、皮下组织成型术，伴合并症或并发症
JC15 颜面及其他皮肤、皮下组织成型术，不伴合并症或并发症
JD13 皮肤移植手术，伴合并症或并发症
JD15 皮肤移植手术，不伴合并症或并发症
JD29 皮肤清创手术
JJ11 皮肤、皮下组织的其他手术，伴严重合并症或并发症
JJ13 皮肤、皮下组织的其他手术，伴一般合并症或并发症
JJ15 皮肤、皮下组织的其他手术，不伴合并症或并发症
JR19 乳房恶性肿瘤
JR29 皮肤、皮下组织的恶性肿瘤
JS11 重大皮肤疾患，伴严重合并症或并发症
JS13 重大皮肤疾患，伴一般合并症或并发症
JS15 重大皮肤疾患，不伴合并症或并发症
JS21 炎症性皮肤病，伴严重合并症或并发症
JS25 炎症性皮肤病，不伴严重合并症或并发症
JT11 乳房、皮肤、皮下组织创伤，伴严重合并症或并发症
JT13 乳房、皮肤、皮下组织创伤，伴一般合并症或并发症
JT15 乳房、皮肤、皮下组织创伤，不伴合并症或并发症
JU11 感染性皮肤病，伴严重合并症或并发症
JU13 感染性皮肤病，伴一般合并症或并发症
JU15 感染性皮肤病，不伴合并症或并发症
JV13 皮肤、皮下组织的非恶性增生性病变，伴合并症或并发症
JV15 皮肤、皮下组织的非恶性增生性病变，不伴合并症或并发症
JV29 乳房良性病变
JZ11 其他皮肤及乳腺疾患，伴严重合并症或并发症
JZ13 其他皮肤及乳腺疾患，伴一般合并症或并发症
JZ15 其他皮肤及乳腺疾患，不伴合并症或并发症
KB19 肾上腺手术
KC19 垂体手术
KD11 甲状腺大手术，伴严重合并症或并发症
KD15 甲状腺大手术，不伴严重合并症或并发症
KD21 甲状旁腺、甲状舌管及甲状腺其他手术，伴严重合并症或并发症
KD25 甲状旁腺、甲状舌管及甲状腺其他手术，不伴严重合并症或并发症
KE19 减重手术
KJ11 因内分泌、营养、代谢疾患的其他手术，伴严重合并症或并发症
KJ15 因内分泌、营养、代谢疾患的其他手术，不伴严重合并症或并发症
KR19 内分泌腺体肿瘤
KS11 糖尿病，伴严重合并症或并发症
KS13 糖尿病，伴一般合并症或并发症
KS15 糖尿病，不伴合并症或并发症
KT11 内分泌、营养、代谢疾病，伴严重合并症或并发症
KT15 内分泌、营养、代谢疾病，不伴严重合并症或并发症
KU11 营养失调，伴严重合并症或并发症
KU15 营养失调，不伴严重合并症或并发症
KV19 先天性代谢异常
KZ11 其他代谢疾患，伴严重合并症或并发症
KZ13 其他代谢疾患，伴一般合并症或并发症
KZ15 其他代谢疾患，不伴合并症或并发症
LA11 肾脏肿瘤手术，伴严重合并症或并发症
LA15 肾脏肿瘤手术，不伴严重合并症或并发症
LA21 膀胱肿瘤手术，伴严重合并症或并发症
LA25 膀胱肿瘤手术，不伴严重合并症或并发症
LB11 肾脏结石手术，伴严重合并症或并发症
LB15 肾脏结石手术，不伴严重合并症或并发症
LB29 肾脏其他手术
LC19 输尿管手术
LD11 膀胱其他手术，伴严重合并症或并发症
LD15 膀胱其他手术，不伴严重合并症或并发症
LE13 尿道手术，伴合并症或并发症
LE15 尿道手术，不伴合并症或并发症
LF11 肾透析相关手术，伴严重合并症或并发症
LF13 肾透析相关手术，伴一般合并症或并发症
LF15 肾透析相关手术，不伴合并症或并发症
LJ11 泌尿系统其他手术，伴严重合并症或并发症
LJ13 泌尿系统其他手术，伴一般合并症或并发症
LJ15 泌尿系统其他手术，不伴合并症或并发症
LL11 肾透析，伴严重合并症或并发症
LL15 肾透析，不伴严重合并症或并发症
LR11 肾功能不全，伴严重合并症或并发症
LR15 肾功能不全，不伴严重合并症或并发症
LS11 肾炎及肾病，伴严重合并症或并发症
LS13 肾炎及肾病，伴一般合并症或并发症
LS15 肾炎及肾病，不伴合并症或并发症
LT19 肾及尿路肿瘤
LU11 肾及尿路感染，伴严重合并症或并发症
LU13 肾及尿路感染，伴一般合并症或并发症
LU15 肾及尿路感染，不伴合并症或并发症
LV11 代谢性肾病，伴严重合并症或并发症
LV15 代谢性肾病，不伴严重合并症或并发症
LW11 肾、尿路体征及症状，伴严重合并症或并发症
LW15 肾、尿路体征及症状，不伴严重合并症或并发症
LX11 尿路结石、阻塞及尿道狭窄，伴严重合并症或并发症
LX15 尿路结石、阻塞及尿道狭窄，不伴严重合并症或并发症
LZ11 肾及泌尿系统其他疾患，伴严重合并症或并发症
LZ13 肾及泌尿系统其他疾患，伴一般合并症或并发症
LZ15 肾及泌尿系统其他疾患，不伴合并症或并发症
MA19 男性生殖器官恶性肿瘤手术
MB11 前列腺手术，伴严重合并症或并发症
MB15 前列腺手术，不伴严重合并症或并发症
MC19 阴茎手术
MD1A 睾丸手术，6岁及以下
MD1B 睾丸手术，6岁以上
MJ1A 其他男性生殖系统手术，6岁及以下
MJ1B 其他男性生殖系统手术，6岁以上
MR19 男性生殖系统恶性肿瘤
MS11 男性生殖系统炎症，伴严重合并症或并发症
MS13 男性生殖系统炎症，伴一般合并症或并发症
MS15 男性生殖系统炎症，不伴合并症或并发症
MZ11 其他男性生殖系统疾患，伴严重合并症或并发症
MZ15 其他男性生殖系统疾患，不伴严重合并症或并发症
NA11 女性生殖器官恶性肿瘤的广泛切除手术，伴严重合并症或并发症
NA15 女性生殖器官恶性肿瘤的广泛切除手术，不伴严重合并症或并发症
NA21 女性生殖器官恶性肿瘤除广泛切除术以外的手术，伴严重合并症或并发症
NA23 女性生殖器官恶性肿瘤除广泛切除术以外的手术，伴一般合并症或并发症
NA25 女性生殖器官恶性肿瘤除广泛切除术以外的手术，不伴合并症或并发症
NB19 女性生殖系统重建手术
NC19 子宫（除子宫腔内病变以外）手术
ND19 附件手术
NE11 子宫腔内病变手术，伴严重合并症或并发症
NE15 子宫腔内病变手术，不伴严重合并症或并发症
NF13 外阴、阴道、宫颈手术，伴合并症或并发症
NF15 外阴、阴道、宫颈手术，不伴合并症或并发症
NG19 辅助生殖技术
NJ13 女性生殖系统其他手术，伴合并症或并发症
NJ15 女性生殖系统其他手术，不伴合并症或并发症
NR11 女性生殖系统恶性肿瘤，伴严重合并症或并发症
NR15 女性生殖系统恶性肿瘤，不伴严重合并症或并发症
NS13 女性生殖系感染，伴合并症或并发症
NS15 女性生殖系感染，不伴合并症或并发症
