AA19 心脏移植
FC39 冠状动脉搭桥
FD19 先天性心脏病复杂手术
FD21 先天性心脏病常规手术伴严重合并症或并发症
FD23 先天性心脏病常规手术伴合并症或并发症
FD25 先天性心脏病常规手术不伴合并症或并发症
FD39 先天性心脏病介入治疗
FE11 主动脉手术伴严重合并症或并发症
FE13 主动脉手术伴合并症或并发症
FE15 主动脉手术不伴合并症或并发症
FF11 外周动脉人工／自体血管置换／搭桥手术伴严重合并症或并发症
FF13 外周动脉人工／自体血管置换／搭桥手术伴合并症或并发症
FF15 外周动脉人工／自体血管置换／搭桥手术不伴合并症或并发症
FF21 外周动脉其他手术伴严重合并症或并发症
FF23 外周动脉其他手术伴合并症或并发症
FF25 外周动脉其他手术不伴合并症或并发症
FF39 静脉系统复杂手术
FF49 静脉系统常规手术
FJ11 循环系统其他手术伴严重合并症或并发症
FJ13 循环系统其他手术伴合并症或并发症
FJ15 循环系统其他手术不伴合并症或并发症
FK19 永久性起搏器植入
FK29 心脏起搏器置换或更新
FK39 心脏除颤器植入或更新
FL19 经皮心脏消融术伴房颤和／或房扑
FL29 经皮心脏消融术除房扑、房颤外其他心律失常
FM19 经皮冠状动脉支架植入
FM29 其他经皮心血管治疗
FM39 经皮心导管检查操作
FN11 外周动脉经皮血管内检查和／或治疗伴严重合并症或并发症
FN13 外周动脉经皮血管内检查和／或治疗伴合并症或并发症
FN15 外周动脉经皮血管内检查和／或治疗不伴合并症或并发症
FN21 外周静脉经皮血管内检查和／或治疗伴严重合并症或并发症
FN23 外周静脉经皮血管内检查和／或治疗伴合并症或并发症
FN25 外周静脉经皮血管内检查和／或治疗不伴合并症或并发症
FR19 心力衰竭、休克
FR21 急性心肌梗死伴严重合并症或并发症
FR23 急性心肌梗死伴合并症或并发症
FR25 急性心肌梗死不伴合并症或并发症
FR31 心绞痛伴严重合并症或并发症
FR33 心绞痛伴合并症或并发症
FR35 心绞痛不伴合并症或并发症
FR41 冠状动脉粥样硬化／血栓／闭塞伴严重合并症或并发症
FR43 冠状动脉粥样硬化／血栓／闭塞伴合并症或并发症
FR45 冠状动脉粥样硬化／血栓／闭塞不伴合并症或并发症
FS11 循环系统肿瘤伴严重合并症或并发症
FS13 循环系统肿瘤伴合并症或并发症
FS15 循环系统肿瘤不伴合并症或并发症
FT11 心肌病伴严重合并症或并发症
FT13 心肌病伴合并症或并发症
FT15 心肌病不伴合并症或并发症
FT21 感染性心内膜炎伴严重合并症或并发症
FT23 感染性心内膜炎伴合并症或并发症
FT25 感染性心内膜炎不伴合并症或并发症
FT31 瓣膜疾患伴严重合并症或并发症
FT33 瓣膜疾患伴合并症或并发症
FT35 瓣膜疾患不伴合并症或并发症
FU11 严重心律失常及心脏停搏伴严重合并症或并发症
FU13 严重心律失常及心脏停搏伴合并症或并发症
FU15 严重心律失常及心脏停搏不伴合并症或并发症
FU21 心律失常及传导障碍伴严重合并症或并发症
FU23 心律失常及传导障碍伴合并症或并发症
FU25 心律失常及传导障碍不伴合并症或并发症
FV11 先天性心脏病伴严重合并症或并发症
FV13 先天性心脏病伴合并症或并发症
FV15 先天性心脏病不伴合并症或并发症
FV29 高血压
FV39 晕厥及／或虚脱
FV49 胸痛
FW11 动脉疾患伴严重合并症或并发症
FW13 动脉疾患伴合并症或并发症
FW15 动脉疾患不伴合并症或并发症
FW29 静脉疾患
FZ11 其他循环系统疾患伴严重合并症或并发症
FZ13 其他循环系统疾患伴合并症或并发症
FZ15 其他循环系统疾患不伴合并症或并发症
GB19 食管、胃、十二指肠大手术
GB29 小肠、大肠（含直肠）的大手术
GC19 食管、胃、十二指肠其他手术
GC21 小肠、大肠（含直肠）的其他手术伴严重合并症或并发症
GC23 小肠、大肠（含直肠）的其他手术伴合并症或并发症
GC25 小肠、大肠（含直肠）的其他手术不伴合并症或并发症
GD19 伴穿孔、化脓、坏疽等阑尾切除术
GD29 阑尾切除术
GE19 腹股沟及腹疝手术
GE21 疝其他手术伴严重合并症或并发症
GE23 疝其他手术伴合并症或并发症
GE25 疝其他手术不伴合并症或并发症
GF19 肛管、肛门及肛周手术
GF29 直肠其他手术
GG19 腹腔／盆腔内粘连松解术
GJ11 消化系统其他手术伴严重合并症或并发症
GJ13 消化系统其他手术伴合并症或并发症
GJ15 消化系统其他手术不伴合并症或并发症
GK19 消化系统其他内镜治疗操作
GK21 胃镜治疗操作伴严重合并症或并发症
GK23 胃镜治疗操作伴合并症或并发症
GK25 胃镜治疗操作不伴合并症或并发症
GK39 结肠镜治疗操作
GR11 消化系统恶性肿瘤伴严重合并症或并发症
GR13 消化系统恶性肿瘤伴合并症或并发症
GR15 消化系统恶性肿瘤不伴合并症或并发症
GS11 胃肠出血伴严重合并症或并发症
GS13 胃肠出血伴合并症或并发症
GS15 胃肠出血不伴合并症或并发症
GT11 炎症性肠病伴严重合并症或并发症
GT13 炎症性肠病伴合并症或并发症
GT15 炎症性肠病不伴合并症或并发症
GU11 伴出血或穿孔的消化溃疡伴严重合并症或并发症
GU13 伴出血或穿孔的消化溃疡伴合并症或并发症
GU15 伴出血或穿孔的消化溃疡不伴合并症或并发症
GU29 其他消化溃疡
GV11 消化道梗阻或腹痛伴严重合并症或并发症
GV13 消化道梗阻或腹痛伴合并症或并发症
GV15 消化道梗阻或腹痛不伴合并症或并发症
GW19 食管炎、胃肠炎
GZ19 其他消化系统诊断
HB11 胰、肝切除和／或分流手术伴严重合并症或并发症
HB13 胰、肝切除和／或分流手术伴合并症或并发症
HB15 胰、肝切除和／或分流手术不伴合并症或并发症
HC11 胆囊切除术伴胆总管手术伴严重合并症或并发症
HC13 胆囊切除术伴胆总管手术伴合并症或并发症
HC15 胆囊切除术伴胆总管手术不伴合并症或并发症
HC21 胆总管手术伴严重合并症或并发症
HC23 胆总管手术伴合并症或并发症
HC25 胆总管手术不伴合并症或并发症
HC31 胆囊切除手术伴严重合并症或并发症
HC33 胆囊切除手术伴合并症或并发症
HC35 胆囊切除手术不伴合并症或并发症
HC41 除胆囊切除术以外的胆道手术伴严重合并症或并发症
HC43 除胆囊切除术以外的胆道手术伴合并症或并发症
HC45 除胆囊切除术以外的胆道手术不伴合并症或并发症
HJ11 与肝、胆或胰腺疾患有关的其他手术伴严重合并症或并发症
HJ13 与肝、胆或胰腺疾患有关的其他手术伴合并症或并发症
HJ15 与肝、胆或胰腺疾患有关的其他手术不伴合并症或并发症
HK11 食管曲张静脉出血的治疗性内镜操作伴严重合并症或并发症
HK13 食管曲张静脉出血的治疗性内镜操作伴合并症或并发症
HK15 食管曲张静脉出血的治疗性内镜操作不伴合并症或并发症
HL11 肝胆胰系统的诊断性操作伴严重合并症或并发症
HL13 肝胆胰系统的诊断性操作伴合并症或并发症
HL15 肝胆胰系统的诊断性操作不伴合并症或并发症
HL29 肝胆胰系统的治疗性操作
HR11 肝胆胰系统恶性肿瘤伴严重合并症或并发症
HR13 肝胆胰系统恶性肿瘤伴合并症或并发症
HR15 肝胆胰系统恶性肿瘤不伴合并症或并发症
HS11 肝功能衰竭伴严重合并症或并发症
HS13 肝功能衰竭伴合并症或并发症
HS15 肝功能衰竭不伴合并症或并发症
HS29 肝硬化
HS39 病毒性肝炎
HT11 急性胰腺炎伴严重合并症或并发症
HT13 急性胰腺炎伴合并症或并发症
HT15 急性胰腺炎不伴合并症或并发症
HU11 急性胆道疾患伴严重合并症或并发症
HU13 急性胆道疾患伴合并症或并发症
HU15 急性胆道疾患不伴合并症或并发症
HZ11 其他肝脏疾患伴严重合并症或并发症
HZ13 其他肝脏疾患伴合并症或并发症
HZ15 其他肝脏疾患不伴合并症或并发症
HZ21 胆道其他疾患伴严重合并症或并发症
HZ23 胆道其他疾患伴合并症或并发症
HZ25 胆道其他疾患不伴合并症或并发症
HZ31 胰腺其他疾患伴严重合并症或并发症
HZ33 胰腺其他疾患伴合并症或并发症
HZ35 胰腺其他疾患不伴合并症或并发症
IB19 前后路联合脊柱融合术
IB29 脊柱融合手术
IB39 与脊柱有关的其他手术
IC19 髋、肩、膝、肘和踝关节假体翻修／修正手术
IC29 髋、肩、膝、肘和踝关节置换术
IC31 除置换／翻修外的髋、肩、膝、肘、踝的关节手术伴严重合并症或并发症
IC33 除置换／翻修外的髋、肩、膝、肘、踝的关节手术伴合并症或并发症
IC35 除置换／翻修外的髋、肩、膝、肘、踝的关节手术不伴合并症或并发症
ID11 小关节手术伴严重合并症或并发症
ID13 小关节手术伴合并症或并发症
ID15 小关节手术不伴合并症或并发症
IE19 骨盆髋臼手术
IF11 上肢骨手术伴严重合并症或并发症
IF13 上肢骨手术伴合并症或并发症
IF15 上肢骨手术不伴合并症或并发症
IF29 手外科手术
IF31 股骨手术伴严重合并症或并发症
IF33 股骨手术伴合并症或并发症
IF35 股骨手术不伴合并症或并发症
IF41 除股骨以外的下肢骨手术伴严重合并症或并发症
IF43 除股骨以外的下肢骨手术伴合并症或并发症
IF45 除股骨以外的下肢骨手术不伴合并症或并发症
IF59 骨科固定装置去除／修正术
IG11 肌肉、肌腱手术伴严重合并症或并发症
IG13 肌肉、肌腱手术伴合并症或并发症
IG15 肌肉、肌腱手术不伴合并症或并发症
IH19 周围神经手术
IJ11 骨骼肌肉系统的其他手术伴严重合并症或并发症
IJ13 骨骼肌肉系统的其他手术伴合并症或并发症
IJ15 骨骼肌肉系统的其他手术不伴合并症或并发症
IR11 骨盆骨折伴严重合并症或并发症
IR13 骨盆骨折伴合并症或并发症
IR15 骨盆骨折不伴合并症或并发症
IR21 股骨颈骨折伴严重合并症或并发症
IR23 股骨颈骨折伴合并症或并发症
IR25 股骨颈骨折不伴合并症或并发症
IR31 股骨干及远端骨折伴严重合并症或并发症
IR33 股骨干及远端骨折伴合并症或并发症
IR35 股骨干及远端骨折不伴合并症或并发症
IS11 前臂、腕、手或足损伤伴严重合并症或并发症
IS13 前臂、腕、手或足损伤伴合并症或并发症
IS15 前臂、腕、手或足损伤不伴合并症或并发症
IS21 除前臂、腕、手足外的损伤伴严重合并症或并发症
IS23 除前臂、腕、手足外的损伤伴合并症或并发症
IS25 除前臂、腕、手足外的损伤不伴合并症或并发症
IT11 骨髓炎伴严重合并症或并发症
IT13 骨髓炎伴合并症或并发症
IT15 骨髓炎不伴合并症或并发症
IT29 慢性炎症性肌肉骨骼结缔组织疾患
IT31 感染性关节炎伴严重合并症或并发症
IT33 感染性关节炎伴合并症或并发症
IT35 感染性关节炎不伴合并症或并发症
IU19 骨病及其他关节病
IU29 颈腰背疾患
IU31 骨骼、肌肉、结缔组织恶性病损、病理性骨折伴严重合并症或并发症
IU33 骨骼、肌肉、结缔组织恶性病损、病理性骨折伴合并症或并发症
IU35 骨骼、肌肉、结缔组织恶性病损、病理性骨折不伴合并症或并发症
IV11 除脊柱外先天性骨骼肌肉系统疾患伴严重合并症或并发症
IV13 除脊柱外先天性骨骼肌肉系统疾患伴合并症或并发症
IV15 除脊柱外先天性骨骼肌肉系统疾患不伴合并症或并发症
IZ19 肌肉骨骼系统植入物／假体的康复照护
IZ29 骨骼、肌肉、肌腱、结缔组织的其他疾患
JA19 乳房恶性肿瘤根治性切除伴乳房重建术
JA29 乳房恶性肿瘤根治性切除术
JB11 乳房成型手术伴严重合并症或并发症
JB13 乳房成型手术伴合并症或并发症
JB15 乳房成型手术不伴合并症或并发症
JB29 乳腺切除手术
JB31 其他乳房手术伴严重合并症或并发症
JB33 其他乳房手术伴合并症或并发症
JB35 其他乳房手术不伴合并症或并发症
JC11 颜面及其他皮肤、皮下组织成型术伴严重合并症或并发症
JC13 颜面及其他皮肤、皮下组织成型术伴合并症或并发症
JC15 颜面及其他皮肤、皮下组织成型术不伴合并症或并发症
JD11 皮肤移植手术伴严重合并症或并发症
JD13 皮肤移植手术伴合并症或并发症
JD15 皮肤移植手术不伴合并症或并发症
JD21 皮肤清创手术伴严重合并症或并发症
JD23 皮肤清创手术伴合并症或并发症
JD25 皮肤清创手术不伴合并症或并发症
JJ11 皮肤、皮下组织的其他手术伴严重合并症或并发症
JJ13 皮肤、皮下组织的其他手术伴合并症或并发症
JJ15 皮肤、皮下组织的其他手术不伴合并症或并发症
JR11 乳房恶性肿瘤伴严重合并症或并发症
JR13 乳房恶性肿瘤伴合并症或并发症
JR15 乳房恶性肿瘤不伴合并症或并发症
JR21 皮肤、皮下组织的恶性肿瘤伴严重合并症或并发症
JR23 皮肤、皮下组织的恶性肿瘤伴合并症或并发症
JR25 皮肤、皮下组织的恶性肿瘤不伴合并症或并发症
JS11 重大皮肤疾患伴严重合并症或并发症
JS13 重大皮肤疾患伴合并症或并发症
JS15 重大皮肤疾患不伴合并症或并发症
JS29 炎症性皮肤病
JT19 乳房、皮肤、皮下组织创伤
JU11 感染性皮肤病伴严重合并症或并发症
JU13 感染性皮肤病伴合并症或并发症
JU15 感染性皮肤病不伴合并症或并发症
JV11 皮肤、皮下组织的非恶性增生性病变伴严重合并症或并发症
JV13 皮肤、皮下组织的非恶性增生性病变伴合并症或并发症
JV15 皮肤、皮下组织的非恶性增生性病变不伴合并症或并发症
JV29 乳房良性病变
JZ19 其他皮肤及乳腺疾患
KB19 肾上腺手术
KC19 垂体手术
KD19 甲状腺大手术
KD29 甲状旁腺、甲状舌管及甲状腺其他手术
KE19 肥胖的手术室操作
KF19 因内分泌、营养、代谢疾患的植皮和／或清创术
KJ11 因内分泌、营养、代谢疾患的其他手术伴严重合并症或并发症
KJ13 因内分泌、营养、代谢疾患的其他手术伴合并症或并发症
KJ15 因内分泌、营养、代谢疾患的其他手术不伴合并症或并发症
KR19 内分泌腺体恶性肿瘤
KS11 糖尿病伴严重合并症或并发症
KS13 糖尿病伴合并症或并发症
KS15 糖尿病不伴合并症或并发症
KT11 内分泌疾患伴严重合并症或并发症
KT13 内分泌疾患伴合并症或并发症
KT15 内分泌疾患不伴合并症或并发症
KU11 营养失调伴严重合并症或并发症
KU13 营养失调伴合并症或并发症
KU15 营养失调不伴合并症或并发症
KV11 先天性代谢异常伴严重合并症或并发症
KV13 先天性代谢异常伴合并症或并发症
KV15 先天性代谢异常不伴合并症或并发症
KZ11 其他代谢疾患伴严重合并症或并发症
KZ13 其他代谢疾患伴合并症或并发症
KZ15 其他代谢疾患不伴合并症或并发症
LA19 肾、输尿管及膀胱恶性肿瘤的手术
LB19 除恶性肿瘤手术外的肾、输尿管、膀胱手术
LC19 肾、输尿管、膀胱其他手术
LD19 经尿道输尿管、膀胱手术
LE19 尿道手术
LF11 建立、设置、移除肾辅助装置伴严重合并症或并发症
LF13 建立、设置、移除肾辅助装置伴合并症或并发症
LF15 建立、设置、移除肾辅助装置不伴合并症或并发症
LJ11 泌尿系统其他手术伴严重合并症或并发症
LJ13 泌尿系统其他手术伴合并症或并发症
LJ15 泌尿系统其他手术不伴合并症或并发症
LK19 泌尿道结石碎石
LL19 肾透析
LR11 肾功能不全伴严重合并症或并发症
LR13 肾功能不全伴合并症或并发症
LR15 肾功能不全不伴合并症或并发症
LS11 肾炎及肾病伴严重合并症或并发症
LS13 肾炎及肾病伴合并症或并发症
LS15 肾炎及肾病不伴合并症或并发症
LT11 肾及尿路肿瘤伴严重合并症或并发症
LT13 肾及尿路肿瘤伴合并症或并发症
LT15 肾及尿路肿瘤不伴合并症或并发症
LU11 肾及尿路感染伴严重合并症或并发症
LU13 肾及尿路感染伴合并症或并发症
LU15 肾及尿路感染不伴合并症或并发症
LV11 高血压／糖尿病性肾病伴严重合并症或并发症
LV13 高血压／糖尿病性肾病伴合并症或并发症
LV15 高血压／糖尿病性肾病不伴合并症或并发症
LW11 肾、尿路体征及症状伴严重合并症或并发症
LW13 肾、尿路体征及症状伴合并症或并发症
LW15 肾、尿路体征及症状不伴合并症或并发症
LX11 尿路结石、阻塞及尿道狭窄伴严重合并症或并发症
LX13 尿路结石、阻塞及尿道狭窄伴合并症或并发症
LX15 尿路结石、阻塞及尿道狭窄不伴合并症或并发症
LY19 肾及尿路损伤
LZ11 肾及泌尿系统其他疾患伴严重合并症或并发症
LZ13 肾及泌尿系统其他疾患伴合并症或并发症
LZ15 肾及泌尿系统其他疾患不伴合并症或并发症
MA19 男性生殖器官恶性肿瘤手术
MB19 前列腺手术
MC19 阴茎手术
MD19 睾丸手术
MJ11 其他男性生殖系统手术伴严重合并症或并发症
MJ13 其他男性生殖系统手术伴合并症或并发症
MJ15 其他男性生殖系统手术不伴合并症或并发症
MR11 男性生殖系统恶性肿瘤伴严重合并症或并发症
MR13 男性生殖系统恶性肿瘤伴合并症或并发症
MR15 男性生殖系统恶性肿瘤不伴合并症或并发症
MS19 男性生殖系统炎症
MZ11 其他男性生殖系统疾患伴严重合并症或并发症
MZ13 其他男性生殖系统疾患伴合并症或并发症
MZ15 其他男性生殖系统疾患不伴合并症或并发症
NA19 女性生殖器官恶性肿瘤的广泛切除手术
NA29 女性生殖器官恶性肿瘤除广泛切除术以外的手术
NB19 女性生殖系统重建手术
NC19 子宫（除内膜以外）手术
ND19 附件手术
NE19 子宫内膜手术
NF19 外阴、阴道、宫颈手术
NG11 辅助生殖技术，伴严重合并症或并发症
NG13 辅助生殖技术，伴一般合并症或并发症
NG15 辅助生殖技术，不伴合并症或并发症
NJ11 女性生殖系统其他手术伴严重合并症或并发症
NJ13 女性生殖系统其他手术伴合并症或并发症
NJ15 女性生殖系统其他手术不伴合并症或并发症
NR11 女性生殖系统恶性肿瘤伴严重合并症或并发症
NR13 女性生殖系统恶性肿瘤伴合并症或并发症
NR15 女性生殖系统恶性肿瘤不伴合并症或并发症
NS19 女性生殖系感染
NZ11 女性生殖系统其他疾患伴严重合并症或并发症
NZ13 女性生殖系统其他疾患伴合并症或并发症
NZ15 女性生殖系统其他疾患不伴合并症或并发症
OB19 剖宫产术
OC19 阴道分娩伴手术操作
OD11 与妊娠相关的子宫及附件手术伴严重合并症或并发症
OD13 与妊娠相关的子宫及附件手术伴合并症或并发症
OD15 与妊娠相关的子宫及附件手术不伴合并症或并发症
OD29 与妊娠相关的的外阴、阴道及宫颈手术
OE19 异位妊娠手术
OF19 中期引产手术操作
OF29 早期流产手术操作
OJ11 与妊娠、分娩有关的其他手术操作，伴严重合并症或并发症
OJ13 与妊娠、分娩有关的其他手术操作伴合并症或并发症
OJ15 与妊娠、分娩有关的其他手术操作不伴合并症或并发症
OR19 阴道分娩
OS19 产褥期相关疾患
OS29 流产相关疾患
OT11 异位妊娠伴严重合并症或并发症
OT13 异位妊娠伴合并症或并发症
OT15 异位妊娠不伴合并症或并发症
OZ19 与妊娠有关的其他疾患
PB11 新生儿（出生年龄＜29天）心血管手术，伴严重合并症或并发症
PB13 新生儿（出生年龄＜29天）心血管手术，伴一般合并症或并发症
PB15 新生儿（出生年龄＜29天）心血管手术，不伴合并症或并发症
PC19 新生儿（出生年龄＜29天）腹部手术
PJ19 新生儿（出生年龄＜29天）的其他手术
PK19 新生儿伴呼吸机支持
PR11 新生儿呼吸窘迫综合征伴严重合并症或并发症
